entropy_type,entropy
correct train,0.28171572
correct train,0.14339794
correct train,0.076363996
correct train,0.69171834
correct train,0.33732975
correct train,0.032402504
correct train,0.5785609
correct train,0.68766195
correct train,0.3523674
correct train,0.14837681
correct train,0.0005593158
correct train,0.41322047
correct train,0.22075215
correct train,0.4834443
correct train,0.23806605
correct train,0.5234768
correct train,0.042406816
correct train,0.30934525
correct train,0.6482918
correct train,0.22938551
correct train,0.27084196
correct train,0.2859547
correct train,0.03771571
correct train,0.00014566691
correct train,0.56349576
correct train,0.037585452
correct train,0.37637603
correct train,0.096890084
correct train,0.15759374
correct train,0.022376357
correct train,0.3531447
correct train,0.0020744957
correct train,0.22365366
correct train,0.31076172
correct train,0.5718262
correct train,0.3536246
correct train,0.63816553
correct train,0.01520887
correct train,0.25354117
correct train,0.00088943256
correct train,0.028588053
correct train,7.9582205e-06
correct train,0.019826818
correct train,0.44030368
correct train,0.03473646
correct train,0.003720198
correct train,0.105394445
correct train,0.2543649
correct train,0.1764099
correct train,0.1286765
correct train,0.5819799
correct train,0.60889554
correct train,0.29908395
correct train,0.2576605
correct train,0.18978575
correct train,0.26179856
correct train,0.18682618
correct train,0.33882138
correct train,0.373563
correct train,0.6773938
correct train,0.36743495
correct train,0.5850503
correct train,0.06203743
correct train,0.02197918
correct train,0.25468594
correct train,0.004718058
correct train,0.16443436
correct train,0.28613025
correct train,0.4156031
correct train,0.002263219
correct train,0.32085323
correct train,0.24241218
correct train,0.26415622
correct train,0.38225842
correct train,0.21097535
correct train,0.64574265
correct train,0.00088943256
correct train,0.29194537
correct train,0.0024281773
correct train,0.00088910136
correct train,0.36436322
correct train,0.25493252
correct train,0.6904776
correct train,0.1764099
correct train,0.3668849
correct train,0.14908361
correct train,0.19959305
correct train,0.29138595
correct train,0.0149909705
correct train,0.30242673
correct train,0.49976128
correct train,0.085010365
correct train,0.5484512
correct train,0.60241485
correct train,0.50615174
correct train,0.5748302
correct train,0.2911967
correct train,0.30071336
correct train,0.28405234
correct train,0.6921967
correct train,0.1977855
correct train,0.69312644
correct train,0.61888564
correct train,0.46251923
correct train,0.04979132
correct train,0.33116335
correct train,0.32080093
correct train,1.1439127e-05
correct train,0.40606225
correct train,0.010411423
correct train,0.26341435
correct train,0.62791204
correct train,0.41256684
correct train,0.20976496
correct train,0.46440846
correct train,0.4573666
correct train,0.007401635
correct train,0.21039581
correct train,0.080437176
correct train,0.62888277
correct train,0.30330083
correct train,0.00032949165
correct train,0.4061641
correct train,0.27154392
correct train,0.47766033
correct train,0.68141484
correct train,0.67708063
correct train,0.013653817
correct train,0.2576715
correct train,0.12092007
correct train,0.49630225
correct train,0.34045237
correct train,0.2563442
correct train,0.37891752
correct train,0.3525303
correct train,0.26270497
correct train,0.28683013
correct train,0.5024149
correct train,0.13660629
correct train,0.2973199
correct train,0.4721756
correct train,0.18706506
correct train,0.256909
correct train,0.18698435
correct train,0.1445417
correct train,0.47419643
correct train,0.2627962
correct train,0.03368554
correct train,0.033816874
correct train,4.3041953e-05
correct train,0.00019016807
correct train,0.28355128
correct train,0.032321367
correct train,0.24506389
correct train,0.0018230223
correct train,0.41256684
correct train,0.6873598
correct train,0.29198483
correct train,0.24174185
correct train,0.00018817272
correct train,0.056506585
correct train,0.33945304
correct train,1.4512407e-05
correct train,0.006602782
correct train,0.3043482
correct train,0.07339359
correct train,0.18682618
correct train,0.0757658
correct train,0.51600033
correct train,0.2875036
correct train,0.3353025
correct train,0.524193
correct train,0.30387387
correct train,0.43777895
correct train,0.33085197
correct train,0.3168123
correct train,0.5979348
correct train,0.08429332
correct train,0.45256832
correct train,0.22096945
correct train,0.03368554
correct train,0.024797063
correct train,0.3508733
correct train,0.30879667
correct train,0.4743302
correct train,0.24227996
correct train,0.01717285
correct train,0.47459763
correct train,0.42489243
correct train,0.051610865
correct train,0.34932038
correct train,0.3400067
correct train,0.06492655
correct train,0.10344789
correct train,0.6930802
correct train,0.3451852
correct train,0.6931248
correct train,0.14953427
correct train,0.22341402
correct train,0.46807253
correct train,0.48500422
correct train,0.34685898
correct train,1.2040943e-09
correct train,0.0050347145
correct train,0.1905626
correct train,0.5738708
correct train,0.69175243
correct train,0.603947
correct train,0.03368554
correct train,0.236384
correct train,0.45292923
correct train,0.38583887
correct train,0.5149958
correct train,0.00088943256
correct train,0.0004951654
correct train,0.00088943256
correct train,0.020384172
correct train,0.2912492
correct train,0.00088943256
correct train,0.0003658084
correct train,0.1893995
correct train,0.22993663
correct train,0.0540826
correct train,0.0024916334
correct train,0.25979576
correct train,0.007759733
correct train,0.00018967938
correct train,0.22460303
correct train,0.5578073
correct train,0.6655539
correct train,0.49158037
correct train,0.47781724
correct train,0.6894485
correct train,0.25880888
correct train,0.17649393
correct train,0.18233494
correct train,0.5328481
correct train,0.053877734
correct train,0.09091622
correct train,0.34123874
correct train,0.25651973
correct train,0.35498765
correct train,0.3505522
correct train,0.19276121
correct train,0.0028821868
correct train,0.5953149
correct train,0.24415757
correct train,0.28112078
correct train,0.05410862
correct train,0.37569702
correct train,0.55215484
correct train,0.18311436
correct train,0.021681001
correct train,0.0009967175
correct train,0.00878975
correct train,0.24387643
correct train,0.2689566
correct train,0.6857647
correct train,0.39135218
correct train,0.013587422
correct train,0.6879629
correct train,0.26947385
correct train,0.27689034
correct train,0.06474603
correct train,0.28292036
correct train,0.005016105
correct train,0.62167186
correct train,0.12905914
correct train,0.038544837
correct train,0.08913298
correct train,0.36299485
correct train,0.12803628
correct train,0.22478762
correct train,0.531028
correct train,0.37034416
correct train,0.3402913
correct train,0.47419643
correct train,0.3918652
correct train,0.6433189
correct train,0.056680273
correct train,0.47646135
correct train,0.025741272
correct train,0.26132017
correct train,0.29562417
correct train,0.34519878
correct train,0.4552812
correct train,0.22156571
correct train,0.534611
correct train,0.19937068
correct train,0.015170329
correct train,0.31024814
correct train,0.39746934
correct train,0.22616957
correct train,0.28667387
correct train,0.3815684
correct train,0.39286175
correct train,0.3831212
correct train,0.63167965
correct train,0.3119598
correct train,0.34788638
correct train,0.2383728
correct train,0.009281174
correct train,0.37964264
correct train,0.18682618
correct train,0.29323953
correct train,0.3757299
correct train,0.57194024
correct train,0.029997999
correct train,0.33740726
correct train,0.6804036
correct train,0.20228596
correct train,0.26827514
correct train,0.3329649
correct train,0.352097
correct train,0.5992946
correct train,0.20203838
correct train,0.0715303
correct train,0.079936974
correct train,0.0014429353
correct train,0.28369057
correct train,0.03968143
correct train,0.46852273
correct train,0.058333926
correct train,0.5144159
correct train,0.58489424
correct train,0.53743917
correct train,0.2616689
correct train,0.12105058
correct train,0.13612443
correct train,0.5789962
correct train,0.65134287
correct train,0.38272014
correct train,0.19775505
correct train,0.33559394
correct train,0.011889252
correct train,0.29301542
correct train,0.25277612
correct train,0.23422162
correct train,0.001755526
correct train,0.23639914
correct train,0.2661359
correct train,0.2918946
correct train,0.52787596
correct train,0.36154073
correct train,0.22015959
correct train,0.4091186
correct train,0.3075348
correct train,0.30607596
correct train,0.3318952
correct train,0.47599167
correct train,0.357255
correct train,0.43156624
correct train,0.3364296
correct train,0.260411
correct train,0.67760885
correct train,0.38891447
correct train,0.5239773
correct train,0.35361695
correct train,0.3627774
correct train,0.35840553
correct train,0.36386353
correct train,0.026521707
correct train,0.2780812
correct train,0.24935164
correct train,0.5624266
correct train,0.46100873
correct train,0.3347833
correct train,0.00729014
correct train,0.6045391
correct train,0.60379046
correct train,0.3160086
correct train,0.09848173
correct train,0.010275991
correct train,0.4743302
correct train,0.03368554
correct train,0.005165561
correct train,0.00021151794
correct train,0.56728774
correct train,0.30838853
correct train,0.59299934
correct train,0.30563056
correct train,0.23111019
correct train,0.032329783
correct train,0.015277773
correct train,0.34658888
correct train,0.06361262
correct train,0.47933936
correct train,0.26397938
correct train,0.086652115
correct train,0.009610764
correct train,0.00088943256
correct train,0.0014254084
correct train,0.14373495
correct train,0.33241102
correct train,0.13195539
correct train,0.00014147858
correct train,0.24195835
correct train,0.00088943256
correct train,0.25740921
correct train,0.41670555
correct train,0.693105
correct train,0.57936484
correct train,0.047762714
correct train,0.475208
correct train,0.35823962
correct train,0.063977085
correct train,0.36869237
correct train,0.60777867
correct train,0.47736394
correct train,0.22377007
correct train,0.053317208
correct train,0.25359952
correct train,0.38677302
correct train,0.66953874
correct train,0.29716843
correct train,0.30435205
correct train,0.33809894
correct train,0.43074763
correct train,0.070225686
correct train,0.44058353
correct train,0.3647976
correct train,0.0024278322
correct train,0.25139412
correct train,2.6602922e-09
correct train,0.0012700941
correct train,0.43894458
correct train,0.12661009
correct train,0.018858284
correct train,0.18682618
correct train,0.57776034
correct train,0.35368198
correct train,0.22858454
correct train,6.301754e-07
correct train,0.6326837
correct train,0.34205663
correct train,0.51202595
correct train,0.332197
correct train,0.0032497537
correct train,0.52216434
correct train,0.3101253
correct train,0.10860367
correct train,0.18174416
correct train,1.4263767e-05
correct train,0.0006054878
correct train,0.0031571519
correct train,0.43685102
correct train,0.17823337
correct train,0.34231675
correct train,0.4554508
correct train,0.24100833
correct train,0.23612557
correct train,0.23580486
correct train,0.5719861
correct train,0.65895486
correct train,0.34442985
correct train,0.19334057
correct train,0.3273753
correct train,0.38948488
correct train,0.31426382
correct train,0.013423687
correct train,0.20945707
correct train,5.8107815e-07
correct train,0.40951255
correct train,0.603413
correct train,0.17325997
correct train,0.10460413
correct train,0.5346931
correct train,2.6627677e-06
correct train,0.34495753
correct train,0.25970846
correct train,0.2155679
correct train,0.00017075773
correct train,0.27077854
correct train,0.26742014
correct train,0.4279829
correct train,0.13789584
correct train,0.026641529
correct train,0.30568832
correct train,0.24526416
correct train,0.34019604
correct train,0.4743302
correct train,0.19060388
correct train,0.040590715
correct train,0.25053388
correct train,0.47419643
correct train,0.12155463
correct train,0.25407135
correct train,0.047634125
correct train,4.625335e-05
correct train,0.4420212
correct train,0.00634877
correct train,0.18321505
correct train,0.26694736
correct train,0.00071425334
correct train,0.44190508
correct train,0.32056376
correct train,0.050865185
correct train,0.40006495
correct train,0.124534205
correct train,0.45252663
correct train,0.27961713
correct train,0.00015691413
correct train,0.050425813
correct train,0.050832137
correct train,0.18213707
correct train,0.2683583
correct train,0.47419643
correct train,0.09331911
correct train,0.15493476
correct train,0.64036155
correct train,0.34865227
correct train,0.36703277
correct train,0.64021754
correct train,0.4018993
correct train,0.35629162
correct train,0.09809211
correct train,0.52357274
correct train,0.5386155
correct train,0.3518615
correct train,0.29600883
correct train,0.061691366
correct train,0.122974575
correct train,0.6055414
correct train,0.00018817272
correct train,0.5528135
correct train,0.17747831
correct train,0.31783825
correct train,0.29399318
correct train,0.23330602
correct train,0.04920018
correct train,0.68962705
correct train,0.47045988
correct train,0.26089472
correct train,0.081612155
correct train,0.19433504
correct train,0.2832925
correct train,0.05078309
correct train,0.26810294
correct train,0.3994961
correct train,0.06311068
correct train,0.33867168
correct train,0.29227585
correct train,0.006539177
correct train,9.309265e-05
correct train,0.27021316
correct train,0.4798947
correct train,0.35910633
correct train,0.0029830122
correct train,0.58124423
correct train,0.23956205
correct train,0.47419643
correct train,0.43483245
correct train,0.3563442
correct train,0.5343324
correct train,0.20469096
correct train,0.40487733
correct train,0.5618861
correct train,0.18682618
correct train,0.30071723
correct train,0.6929592
correct train,0.4018993
correct train,0.23483054
correct train,0.5792216
correct train,0.07467622
correct train,5.6498568e-05
correct train,0.003034139
correct train,3.233458e-05
correct train,0.28357577
correct train,0.35425395
correct train,0.6364142
correct train,0.4516783
correct train,0.63497293
correct train,0.34294063
correct train,0.026831415
correct train,0.24174896
correct train,0.30677897
correct train,0.2838567
correct train,0.026776306
correct train,9.173475e-05
correct train,0.35482007
correct train,0.4869119
correct train,0.47419643
correct train,0.258519
correct train,0.29120862
correct train,0.34239706
correct train,0.41256684
correct train,0.054414272
correct train,0.20619121
correct train,0.01404187
correct train,1.114707e-05
correct train,0.08615069
correct train,0.4429346
correct train,0.6334218
correct train,0.31547433
correct train,0.5487232
correct train,0.31545022
correct train,0.08687699
correct train,0.5232652
correct train,0.3256255
correct train,0.24423604
correct train,0.28938833
correct train,0.55573565
correct train,7.180333e-05
correct train,0.28973046
correct train,0.43290436
correct train,0.39458603
correct train,0.4820528
correct train,0.6501756
correct train,0.34398708
correct train,0.17849061
correct train,0.24581683
correct train,0.18274343
correct train,0.5688154
correct train,0.043373592
correct train,0.51885605
correct train,0.47272322
correct train,0.073629126
correct train,0.009434604
correct train,0.00088943256
correct train,0.5503688
correct train,0.002650056
correct train,0.06792928
correct train,0.38366985
correct train,0.3380546
correct train,0.21818884
correct train,0.04638346
correct train,0.423769
correct train,0.062319346
correct train,0.005572377
correct train,0.38794407
correct train,0.4427276
correct train,0.034367755
correct train,0.40049046
correct train,0.6512209
correct train,0.0011734075
correct train,0.41488874
correct train,0.00088943256
correct train,0.24565975
correct train,0.66001654
correct train,0.008493447
correct train,0.0019313822
correct train,0.4812408
correct train,5.3200256e-06
correct train,0.09364378
correct train,0.48181784
correct train,0.45052192
correct train,0.48466414
correct train,0.32821566
correct train,0.22868045
correct train,0.3032629
correct train,0.3855673
correct train,0.24491955
correct train,0.00088943256
correct train,0.00022151381
correct train,0.057797898
correct train,0.5427538
correct train,1.9756608e-05
correct train,0.1194848
correct train,0.6507938
correct train,0.5724405
correct train,0.36270332
correct train,0.4880811
correct train,0.005165561
correct train,0.42899752
correct train,0.67548
correct train,0.1025278
correct train,0.69029576
correct train,0.1848986
correct train,0.033756305
correct train,0.3242854
correct train,0.40165162
correct train,0.6603911
correct train,0.32058865
correct train,0.00060049194
correct train,0.47736394
correct train,0.3536026
correct train,0.00088943256
correct train,2.1712563e-06
correct train,0.14796528
correct train,0.26154983
correct train,0.35230023
correct train,0.4980233
correct train,0.03368554
correct train,0.28973046
correct train,0.06635049
correct train,0.30429733
correct train,0.0673603
correct train,0.10128842
correct train,0.40059236
correct train,0.22996277
correct train,0.2646434
correct train,0.5672899
correct train,0.35623595
correct train,0.29826146
correct train,0.27679962
correct train,0.17365389
correct train,0.38872802
correct train,0.20260765
correct train,0.19829103
correct train,0.5612994
correct train,0.5304073
correct train,0.3946664
correct train,0.00088943256
correct train,0.17604154
correct train,0.28496665
correct train,0.3495137
correct train,0.48552045
correct train,0.058572434
correct train,0.52794975
correct train,0.23397729
correct train,0.2667695
correct train,0.568002
correct train,0.18934056
correct train,0.0008934282
correct train,0.00088943256
correct train,0.21832354
correct train,0.0002515781
correct train,0.6136315
correct train,0.0003463398
correct train,0.35458264
correct train,0.56987685
correct train,0.07413608
correct train,0.009298982
correct train,0.4963427
correct train,0.6919927
correct train,0.31258765
correct train,0.34974417
correct train,2.8124418e-06
correct train,0.0053163455
correct train,0.0011670513
correct train,0.569733
correct train,0.013272838
correct train,0.2538914
correct train,0.267936
correct train,0.40732157
correct train,0.10832393
correct train,0.31024814
correct train,0.25551766
correct train,0.022972517
correct train,0.1635674
correct train,0.5313159
correct train,0.47406274
correct train,0.62472844
correct train,0.30437875
correct train,0.4151973
correct train,0.036246754
correct train,0.35921878
correct train,0.5597767
correct train,0.5914446
correct train,0.32313547
correct train,0.00088943256
correct train,0.14522015
correct train,0.48010898
correct train,0.3334983
correct train,0.5009755
correct train,0.15953687
correct train,0.003081369
correct train,0.008888353
correct train,0.39574277
correct train,0.275225
correct train,0.013195054
correct train,0.27160412
correct train,0.006113593
correct train,0.24580659
correct train,0.55113274
correct train,0.5006828
correct train,0.00058488344
correct train,0.08829826
correct train,0.30766305
correct train,0.03368554
correct train,0.47793347
correct train,0.66743505
correct train,0.09493287
correct train,0.36593187
correct train,0.2759852
correct train,3.6368215e-06
correct train,0.008809768
correct train,0.56789005
correct train,0.053288527
correct train,0.03368554
correct train,0.28399152
correct train,0.000115045514
correct train,0.561594
correct train,0.66630507
correct train,0.25697723
correct train,0.30036393
correct train,0.2844924
correct train,0.34631976
correct train,0.4002401
correct train,0.24813828
correct train,0.57622933
correct train,2.0066576e-05
correct train,0.23128429
correct train,0.22777939
correct train,0.3340385
correct train,0.57810605
correct train,0.23561835
correct train,0.19895694
correct train,0.69301856
correct train,0.4853289
correct train,0.24909358
correct train,0.36642623
correct train,0.09752698
correct train,0.40965652
correct train,0.33174098
correct train,0.3008813
correct train,0.25724465
correct train,0.0007088919
correct train,0.2091901
correct train,0.5532427
correct train,0.47407198
correct train,0.38272014
correct train,0.28256437
correct train,0.25206733
correct train,0.34243748
correct train,0.42945516
correct train,3.6893893e-05
correct train,1.441094e-05
correct train,0.5602922
correct train,0.0024906253
correct train,0.30257487
correct train,0.24115852
correct train,0.420147
correct train,0.005163396
correct train,0.06287227
correct train,0.0001535948
correct train,0.3441711
correct train,0.28848934
correct train,0.16257253
correct train,0.31338733
correct train,4.0657684e-05
correct train,0.51623124
correct train,4.081256e-06
correct train,0.037262693
correct train,0.46922904
correct train,0.27855933
correct train,0.2055597
correct train,0.30541933
correct train,0.27874097
correct train,0.36473227
correct train,0.03534582
correct train,0.30392915
correct train,0.014208667
correct train,0.43108177
correct train,0.27888432
correct train,0.68230623
correct train,0.42217332
correct train,0.005028368
correct train,0.65643114
correct train,0.33151504
correct train,0.00017932005
correct train,0.031010587
correct train,0.25349775
correct train,0.3021657
correct train,0.54704213
correct train,0.48901552
correct train,0.3652339
correct train,0.45419627
correct train,0.54022014
correct train,0.4234847
correct train,0.15499555
correct train,0.34841344
correct train,0.3703222
correct train,0.0052982476
correct train,0.00088943256
correct train,0.00077608373
correct train,0.00020310518
correct train,0.11155573
correct train,0.0001721427
correct train,0.037866343
correct train,8.615404e-17
correct train,0.11409199
correct train,0.21180667
correct train,0.11895414
correct train,0.34417564
correct train,0.43336105
correct train,0.43718907
correct train,0.048431743
correct train,0.00030932136
correct train,0.18682618
correct train,0.59269464
correct train,0.0065860753
correct train,0.18337944
correct train,0.1429202
correct train,0.29506782
correct train,0.2884369
correct train,1.8759922e-05
correct train,0.35183752
correct train,1.5135191e-06
correct train,0.3688062
correct train,0.12662603
correct train,0.00088943256
correct train,0.60743135
correct train,0.39579597
correct train,0.34055614
correct train,0.06826367
correct train,0.39940852
correct train,0.0017177523
correct train,0.0040839263
correct train,0.01438182
correct train,0.47737646
correct train,0.044378217
correct train,0.15557715
correct train,0.0711546
correct train,0.25903016
correct train,0.43616092
correct train,0.3083715
correct train,0.17625843
correct train,0.0024912949
correct train,0.4404831
correct train,0.26203626
correct train,0.47396606
correct train,0.108317494
correct train,0.16215202
correct train,0.6116506
correct train,0.30635118
correct train,0.2634264
correct train,0.6116506
correct train,0.00088943256
correct train,0.29541114
correct train,0.23243973
correct train,0.16572145
correct train,0.4923148
correct train,0.28538293
correct train,0.6766716
correct train,0.36330724
correct train,0.17471494
correct train,0.47459763
correct train,0.4769961
correct train,0.07292148
correct train,0.6678277
correct train,0.46173936
correct train,0.1906757
correct train,0.00013066026
correct train,0.00088943256
correct train,0.36446053
correct train,0.2632867
correct train,0.008164719
correct train,0.00088943256
correct train,0.35406253
correct train,0.3195873
correct train,0.3191347
correct train,3.886922e-06
correct train,0.22528476
correct train,0.36078444
correct train,0.35300872
correct train,0.47646135
correct train,0.037393842
correct train,0.50626487
correct train,0.25721595
correct train,0.08652397
correct train,0.34064993
correct train,0.51221657
correct train,8.615404e-17
correct train,0.39644748
correct train,0.26322055
correct train,0.3055246
correct train,0.5413043
correct train,0.5669706
correct train,0.40445316
correct train,0.49016032
correct train,4.835662e-16
correct train,0.6357895
correct train,0.006144313
correct train,0.019954804
correct train,0.27012968
correct train,0.56673145
correct train,0.34089443
correct train,0.57003886
correct train,0.085085474
correct train,0.29610258
correct train,0.10368268
correct train,0.41286266
correct train,0.012617611
correct train,0.32831734
correct train,0.48724103
correct train,0.35347015
correct train,0.3272417
correct train,0.2594251
correct train,0.58058846
correct train,0.26797205
correct train,0.33726406
correct train,0.52677983
correct train,0.5886917
correct train,0.5908021
correct train,0.22698006
correct train,0.5856447
correct train,0.007654965
correct train,0.23318183
correct train,0.1357885
correct train,0.18640909
correct train,0.5347229
correct train,0.61893845
correct train,0.03368554
correct train,0.4085819
correct train,0.054919504
correct train,0.0563246
correct train,0.3249939
correct train,0.26108533
correct train,0.36777395
correct train,0.27555192
correct train,0.475208
correct train,0.05074267
correct train,0.042548925
correct train,1.7774926e-05
correct train,0.28357577
correct train,0.00088976533
correct train,9.4646174e-07
correct train,0.59705853
correct train,0.5655363
correct train,0.34141093
correct train,0.30511215
correct train,0.00088943256
correct train,0.38309497
correct train,0.0006752198
correct train,0.291108
correct train,0.11105191
correct train,0.00029562047
correct train,3.2845523e-06
correct train,0.26904002
correct train,0.35183752
correct train,0.24145988
correct train,0.38631818
correct train,0.005443443
correct train,2.002533e-06
correct train,0.64946973
correct train,0.0207822
correct train,0.6810914
correct train,0.32982895
correct train,0.403872
correct train,0.0014586775
correct train,0.5515699
correct train,0.013974492
correct train,0.6259879
correct train,0.21573034
correct train,0.26345587
correct train,0.08274144
correct train,0.29609364
correct train,0.15911855
correct train,0.28592232
correct train,0.5618288
correct train,4.047529e-05
correct train,0.58897305
correct train,0.058649287
correct train,0.36943665
correct train,0.4215608
correct train,0.63075215
correct train,0.16324621
correct train,0.56096506
correct train,0.32003322
correct train,0.49883834
correct train,0.31632417
correct train,0.15488452
correct train,0.34386808
correct train,0.101998694
correct train,0.31794214
correct train,0.3255173
correct train,0.028429227
correct train,0.013770081
correct train,0.60228217
correct train,0.6074689
correct train,0.26723117
correct train,0.36338827
correct train,0.41021442
correct train,0.2795802
correct train,0.36297104
correct train,0.40531194
correct train,0.5538547
correct train,0.39133033
correct train,0.24266353
correct train,0.20629293
correct train,0.49241287
correct train,0.49457648
correct train,1.2435959e-07
correct train,0.47814083
correct train,0.49863166
correct train,4.081256e-06
correct train,0.2302532
correct train,0.6708008
correct train,0.37082583
correct train,0.5033375
correct train,0.6859267
correct train,0.29659677
correct train,0.0026760674
correct train,0.37552527
correct train,0.32105148
correct train,0.24115852
correct train,0.43190908
correct train,0.43446848
correct train,0.00088943256
correct train,0.033782665
correct train,0.67929924
correct train,0.28960997
correct train,0.26905474
correct train,0.22156954
correct train,0.40075025
correct train,0.2564291
correct train,0.23804332
correct train,0.6203623
correct train,0.5684483
correct train,0.22081138
correct train,0.0001604609
correct train,0.00023163013
correct train,0.6408797
correct train,0.42067093
correct train,0.65809083
correct train,0.31496015
correct train,0.2730949
correct train,7.4647e-05
correct train,0.3093977
correct train,0.0051193996
correct train,0.0061454973
correct train,0.0032638318
correct train,0.010170186
correct train,0.36019498
correct train,0.0037719114
correct train,0.24173075
correct train,0.5293579
correct train,0.46901804
correct train,0.5498028
correct train,0.66460264
correct train,0.28799146
correct train,0.35133034
correct train,0.047762714
correct train,0.66918695
correct train,0.0017154479
correct train,0.0024995168
correct train,0.25103867
correct train,0.45944586
correct train,0.5553831
correct train,0.00026873304
correct train,0.0017481465
correct train,0.44412965
correct train,0.12870222
correct train,0.012602492
correct train,2.6460523e-06
correct train,0.6197624
correct train,0.3523674
correct train,0.37045842
correct train,0.18970822
correct train,0.13130504
correct train,0.28191537
correct train,0.018210353
correct train,0.6180783
correct train,0.24782068
correct train,0.64237523
correct train,0.5490935
correct train,0.20191199
correct train,0.26899862
correct train,0.051275942
correct train,0.23040085
correct train,0.6704016
correct train,0.57896185
correct train,0.03288094
correct train,0.49200374
correct train,0.0017441029
correct train,8.967621e-06
correct train,0.24803606
correct train,0.42174244
correct train,0.6779367
correct train,0.69087225
correct train,0.014911245
correct train,0.24125418
correct train,0.048096105
correct train,0.30461925
correct train,0.32030296
correct train,0.24762323
correct train,0.40871513
correct train,0.14757855
correct train,0.5579423
correct train,0.31740054
correct train,0.3775694
correct train,0.10711829
correct train,0.47744077
correct train,0.2666975
correct train,0.102987945
correct train,0.21965232
correct train,0.29649448
correct train,4.080247e-07
correct train,0.2620191
correct train,0.0015839456
correct train,9.325681e-15
correct train,0.32273504
correct train,0.652699
correct train,0.07423416
correct train,0.20667979
correct train,0.16389322
correct train,0.1611296
correct train,0.35323554
correct train,0.02489711
correct train,0.31463283
correct train,0.25072932
correct train,0.0049012084
correct train,0.10448669
correct train,0.56147546
correct train,0.68668854
correct train,0.19539702
correct train,0.008299431
correct train,0.47582024
correct train,0.03368554
correct train,0.32413793
correct train,0.3823658
correct train,0.5613495
correct train,0.15569898
correct train,0.2699554
correct train,0.29020205
correct train,0.42719078
correct train,0.5597602
correct train,0.280545
correct train,0.2676008
correct train,0.36951268
correct train,0.18055245
correct train,0.3958081
correct train,0.21809521
correct train,0.3594187
correct train,0.00088943256
correct train,0.3281146
correct train,0.34480983
correct train,0.4743302
correct train,0.21794197
correct train,0.32366556
correct train,0.13817433
correct train,0.57810605
correct train,0.626884
correct train,0.4798947
correct train,0.00088943256
correct train,0.35990807
correct train,0.109553464
correct train,0.25510335
correct train,0.67662036
correct train,0.31513008
correct train,0.5745361
correct train,0.03368554
correct train,0.5877296
correct train,0.16706187
correct train,0.035817973
correct train,0.39390355
correct train,0.24798988
correct train,0.2043214
correct train,0.00018967938
correct train,0.53384906
correct train,0.0015594955
correct train,0.2519864
correct train,0.28667387
correct train,0.44578674
correct train,0.5515699
correct train,0.5853879
correct train,0.044465348
correct train,0.49926832
correct train,0.27479443
correct train,0.57027495
correct train,0.34813595
correct train,0.41489857
correct train,0.47459763
correct train,0.003158609
correct train,0.019192612
correct train,0.00088943256
correct train,0.3720818
correct train,0.6909209
correct train,0.571461
correct train,0.0016747226
correct train,0.006995875
correct train,0.63921
correct train,0.26393962
correct train,0.37840116
correct train,0.55690366
correct train,0.0018190378
correct train,9.236284e-05
correct train,0.00088943256
correct train,0.35337612
correct train,0.3907459
correct train,0.6183263
correct train,0.0006348663
correct train,0.63043135
correct train,6.282309e-11
correct train,0.2030527
correct train,0.33410826
correct train,0.15957114
correct train,0.47506458
correct train,0.41259575
correct train,0.669003
correct train,0.2799876
correct train,0.38743111
correct train,0.3599298
correct train,0.47225118
correct train,0.026109068
correct train,0.21001282
correct train,0.33396047
correct train,0.24426228
correct train,0.42158687
correct train,0.67368734
correct train,0.2109878
correct train,0.28405234
correct train,0.3898167
correct train,0.011009993
correct train,0.40287933
correct train,0.16904786
correct train,0.03368554
correct train,0.5343361
correct train,0.6604965
correct train,0.262491
correct train,0.42986214
correct train,0.22347383
correct train,0.63068104
correct train,0.00088943256
correct train,0.00018967938
correct train,0.009693494
correct train,0.06906523
correct train,0.19437167
correct train,0.3500985
correct train,0.26848972
correct train,0.13290259
correct train,0.30684498
correct train,0.021449767
correct train,0.10443105
correct train,0.52798986
correct train,0.49187288
correct train,0.00743962
correct train,0.2043038
correct train,0.28588295
correct train,0.18538043
correct train,0.6773474
correct train,0.22115415
correct train,0.2652257
correct train,0.66414654
correct train,0.66255844
correct train,0.5524471
correct train,0.47885907
correct train,0.00088943256
correct train,0.5624266
correct train,0.67113996
correct train,0.5267768
correct train,0.120871365
correct train,0.13125128
correct train,4.0045703e-07
correct train,0.47419643
correct train,3.7798027e-06
correct train,0.3889833
correct train,0.03368554
correct train,0.17605746
correct train,0.6792859
correct train,0.6813489
correct train,0.4805316
correct train,0.6128786
correct train,0.23838282
correct train,0.39232796
correct train,0.68420434
correct train,0.537506
correct train,0.2620191
correct train,0.18908027
correct train,0.1763399
correct train,0.42747682
correct train,0.2032069
correct train,0.00088943256
correct train,0.45351607
correct train,0.6911085
correct train,0.0007058466
correct train,0.63328767
correct train,0.6322125
correct train,0.3211684
correct train,0.29525056
correct train,0.23886147
correct train,0.556134
correct train,0.09045978
correct train,0.2463806
correct train,0.00019102746
correct train,0.20711291
correct train,0.21907689
correct train,0.071705595
correct train,0.33316618
correct train,0.00071094494
correct train,0.31338167
correct train,0.57707244
correct train,0.00017604543
correct train,0.49718848
correct train,0.2392925
correct train,0.48326147
correct train,0.00014958538
