alpha,q_hat,certain_accuracy,uncertain_accuracy,proportion_adv_caught_0.01,proportion_adv_caught_0.05,false_positive_proportion,false_negative_proportion,true_test_accuracy
0.05,0.5419545769691467,0.9579439163208008,0.5757575631141663,1.0,0.7775824069976807,0.041214749217033386,0.0390455536544323,0.93058568329718
0.07500000000000001,0.4881858825683594,0.9667458534240723,0.550000011920929,1.0,0.7920879125595093,0.04772234335541725,0.030368763953447342,0.93058568329718
0.1,0.41390538215637207,0.968137264251709,0.6415094137191772,1.0,0.8074725270271301,0.07375270873308182,0.028199566528201103,0.93058568329718
0.125,0.3564780354499817,0.9797979593276978,0.6307692527770996,1.0,0.8232967257499695,0.08893709629774094,0.01735357940196991,0.93058568329718
0.15000000000000002,0.3100437521934509,0.9792746305465698,0.6800000071525574,1.0,0.8281318545341492,0.11062906682491302,0.01735357940196991,0.93058568329718
0.175,0.29242849349975586,0.9839141964912415,0.7045454382896423,1.0,0.8307692408561707,0.1344902366399765,0.013015184551477432,0.93058568329718
0.2,0.26347026228904724,0.9860724210739136,0.7352941036224365,1.0,0.8391208648681641,0.16268980503082275,0.010845987126231194,0.93058568329718
0.22500000000000003,0.24235942959785461,0.9859943985939026,0.7403846383094788,1.0,0.8417582511901855,0.16702820360660553,0.010845987126231194,0.93058568329718
0.25,0.19361092150211334,0.991304337978363,0.75,1.0,0.8527472615242004,0.18872016668319702,0.006507592275738716,0.93058568329718
