intensity,features_shifted,is_correct,entropy
0.5,5,False,0.3038713
0.5,5,True,0.23695064
0.5,5,True,0.67617
0.5,5,True,0.55284816
0.5,5,True,0.26865298
0.5,5,True,0.33592224
0.5,5,False,0.6785883
0.5,5,True,0.0028273151
0.5,5,False,0.54099286
0.5,5,True,0.028225213
0.5,5,True,0.38907146
0.5,5,True,0.36339498
0.5,5,True,0.00017299832
0.5,5,True,0.51635176
0.5,5,True,0.21967997
0.5,5,True,0.38012546
0.5,5,True,0.0010066798
0.5,5,True,0.44526416
0.5,5,True,0.29187867
0.5,5,True,0.3408161
0.5,5,True,0.30381918
0.5,5,True,0.34837946
0.5,5,True,0.25193325
0.5,5,False,0.69256675
0.5,5,True,0.3093667
0.5,5,True,0.14207037
0.5,5,True,0.031878028
0.5,5,True,0.25193894
0.5,5,True,0.6753616
0.5,5,True,0.00022292441
0.5,5,True,0.6501893
0.5,5,True,0.0001069255
0.5,5,True,0.3257553
0.5,5,True,0.001041104
0.5,5,True,0.14409077
0.5,5,True,0.45519835
0.5,5,True,0.18553333
0.5,5,True,0.001041104
0.5,5,True,0.011648569
0.5,5,True,0.3556531
0.5,5,False,0.35261837
0.5,5,True,0.0654126
0.5,5,True,0.001041104
0.5,5,True,0.23018762
0.5,5,True,0.38319078
0.5,5,True,0.39709693
0.5,5,True,0.65870285
0.5,5,True,0.5381271
0.5,5,True,0.3210008
0.5,5,True,0.3507365
0.5,5,True,0.001041104
0.5,10,True,0.21494186
0.5,10,True,0.34617186
0.5,10,True,0.66112673
0.5,10,True,0.018660396
0.5,10,True,0.048996806
0.5,10,True,0.18490164
0.5,10,True,0.24180984
0.5,10,True,0.019532459
0.5,10,True,0.58657426
0.5,10,True,0.2201856
0.5,10,True,0.035026006
0.5,10,True,0.69161695
0.5,10,True,0.16814378
0.5,10,True,0.2584048
0.5,10,True,0.006748739
0.5,10,True,0.31635907
0.5,10,True,0.27732933
0.5,10,False,0.24397093
0.5,10,True,0.3145073
0.5,10,True,0.19609092
0.5,10,True,0.0040375027
0.5,10,True,0.6303968
0.5,10,True,0.28349066
0.5,10,True,0.035593107
0.5,10,True,1.4468129e-05
0.5,10,True,0.32126683
0.5,10,True,0.32623264
0.5,10,False,0.5019462
0.5,10,True,0.6902821
0.5,10,True,0.2848307
0.5,10,True,0.62052596
0.5,10,True,0.67848736
0.5,10,True,0.68001956
0.5,10,True,0.0011367956
0.5,10,True,0.3916086
0.5,10,True,0.5791518
0.5,10,True,0.0001981659
0.5,10,True,0.34449464
0.5,10,True,0.050191727
0.5,10,True,0.00865271
0.5,10,True,0.21369109
0.5,10,True,0.0007881365
0.5,10,True,0.2986713
0.5,10,True,0.38007355
0.5,10,True,0.10877233
0.5,10,True,0.3069589
0.5,10,False,0.5487938
0.5,10,True,0.6825421
0.5,10,True,0.51404476
0.5,10,True,0.32801425
0.5,10,True,0.24025819
0.5,10,True,0.58905584
0.5,10,False,0.6930684
0.5,10,True,0.42192626
0.5,10,True,0.34424296
0.5,10,True,0.43960315
0.5,10,True,0.285343
0.5,10,True,0.46965963
0.5,10,True,0.0007881365
0.5,10,True,0.18125117
0.5,10,False,0.6923685
0.5,10,True,0.14369561
0.5,10,True,0.57397616
0.5,10,True,0.22857614
0.5,10,True,0.42808867
0.5,10,True,0.10898931
0.5,10,True,0.14932153
0.5,10,False,0.3127892
0.5,10,True,0.5097909
0.5,10,True,0.33835742
0.5,10,True,0.5469946
0.5,10,True,0.24446765
0.5,10,True,0.48619705
0.5,10,True,0.59430635
0.5,10,True,0.6817608
0.5,10,True,0.692595
0.5,10,False,0.2993304
0.5,10,True,0.10773802
0.5,10,True,0.35049072
0.5,10,True,0.408072
0.5,10,True,0.68168133
0.5,10,True,0.12555456
0.5,10,True,0.43046716
0.5,10,True,0.45518166
0.5,10,True,0.116536066
0.5,10,True,0.11003082
0.5,10,True,0.6695687
0.5,10,True,0.3255455
0.5,10,True,0.2458992
0.5,10,True,3.475461e-05
0.5,10,True,0.18048096
0.5,10,True,0.38722992
0.5,10,True,0.27227592
0.5,10,True,0.40776145
0.5,10,False,0.28721356
0.5,10,True,0.67873764
0.5,10,True,0.28726423
0.5,10,True,0.6391866
0.5,10,True,0.5607596
0.5,10,True,0.36003983
0.5,10,True,0.37140104
0.5,10,True,0.30008668
0.5,10,True,0.26634005
0.5,10,True,0.33817527
0.5,10,True,0.23054063
0.5,10,True,0.03264282
0.5,10,False,0.65223575
0.5,10,True,0.34330627
0.5,10,True,0.33772072
0.5,10,True,0.50447136
0.5,10,True,0.0005424453
0.5,10,True,0.3548334
0.5,10,True,0.0033295741
0.5,10,True,0.3600786
0.5,10,True,0.00033928794
0.5,10,True,0.00022359169
0.5,10,True,0.2420737
0.5,10,True,0.38104743
0.5,10,True,0.050047077
0.5,10,True,0.42117763
0.5,10,True,0.58584225
0.5,10,True,0.5833271
0.5,10,True,0.2304044
0.5,10,True,0.14957538
0.5,10,True,0.28807545
0.5,10,True,0.08812269
0.5,10,True,0.0037804758
0.5,10,True,0.19520941
0.5,10,True,0.29190236
0.5,10,True,0.0487784
0.5,10,True,0.03264282
0.5,10,True,0.5468358
0.5,10,True,0.31828493
0.5,10,True,0.30997467
0.5,10,True,0.00078987813
0.5,10,True,0.26461962
0.5,10,True,0.046209052
0.5,10,True,0.35296685
0.5,10,True,0.0007881365
0.5,10,True,0.2148563
0.5,10,True,0.12374585
0.5,10,True,0.059819564
0.5,10,True,0.27872494
0.5,10,True,0.6108204
0.5,10,True,0.2254204
0.5,10,True,0.37334573
0.5,10,True,0.0007301925
0.5,10,True,0.60163033
0.5,10,True,0.46199173
0.5,10,True,0.6008575
0.5,10,True,0.26530164
0.5,10,True,0.00016895265
0.5,10,True,0.25286418
0.5,10,False,0.56470335
0.5,10,True,0.0036969213
0.5,10,True,0.39524773
0.5,10,True,0.33767658
0.5,10,True,0.03264282
0.5,10,True,1.5303052e-05
0.5,10,True,0.53889126
0.5,10,True,0.2861141
0.5,10,True,0.2518391
0.5,10,True,0.3233583
0.5,10,True,0.14339228
0.5,10,True,0.28496796
0.5,10,True,0.5585141
0.5,10,True,0.25965905
0.5,10,True,0.000149803
0.5,10,True,0.2934963
0.5,10,True,0.53792596
0.5,10,True,0.0007881365
0.5,10,True,0.0007881365
0.5,10,True,0.6297871
0.5,10,True,0.60562444
0.5,10,True,0.023441939
0.5,10,True,0.63212574
0.5,10,True,0.21183527
0.5,10,True,0.20313211
0.5,10,True,0.65982634
0.5,10,True,0.24755716
0.5,10,True,0.26208374
0.5,10,True,0.68160903
0.5,10,True,0.26931435
0.5,10,True,0.5844216
0.5,10,True,0.1188037
0.5,10,True,0.059886795
0.5,10,True,0.6512771
0.5,10,True,0.29746014
0.5,10,True,0.40578735
0.5,10,True,0.0007881365
0.5,10,True,0.00029933703
0.5,10,True,0.35490245
0.5,10,True,0.69017696
0.5,10,True,0.027010838
0.5,10,True,0.68038595
0.5,10,True,0.00020871215
0.5,10,True,0.00048395136
0.5,10,True,0.111891545
0.5,10,False,0.6879175
0.5,10,True,0.68537164
0.5,10,True,0.52824986
0.5,10,True,0.36091715
0.5,10,True,0.090015806
0.5,10,True,0.098741546
0.5,10,False,0.67334986
0.5,10,True,0.38763082
0.5,10,True,0.58793557
0.5,10,True,0.37569904
0.5,10,False,0.59457994
0.5,10,True,0.32425356
0.5,10,False,0.6481074
0.5,10,True,0.21563894
0.5,10,True,0.4760005
0.5,10,True,0.0007881365
0.5,10,True,0.296543
0.5,10,True,0.036228392
0.5,10,True,0.35802135
0.5,10,True,0.67569184
0.5,10,True,0.3888498
0.5,10,True,0.43039346
0.5,10,True,0.30382866
0.5,10,True,0.17535126
0.5,10,True,0.5165869
0.5,10,True,7.9966056e-05
0.5,10,False,0.6929676
0.5,10,True,0.17786458
0.5,10,True,0.2811538
0.5,10,True,0.3391772
0.5,10,True,0.00862127
0.5,10,True,0.030616075
0.5,10,True,0.5069021
0.5,10,True,0.5119446
0.5,10,False,0.63612354
0.5,10,False,0.6912838
0.5,10,True,9.86666e-08
0.5,10,True,0.07216982
0.5,10,True,0.62507993
0.5,10,True,8.1009945e-05
0.5,10,True,0.5375074
0.5,10,True,0.59292257
0.5,10,True,0.21981856
0.5,10,True,0.0411873
0.5,10,True,0.63210595
0.5,10,True,0.05813801
0.5,10,False,0.46735722
0.5,10,True,0.2288212
0.5,10,True,0.3195185
0.5,10,True,0.5099794
0.5,10,True,0.34369665
0.5,10,True,0.24904355
0.5,10,True,0.024567965
0.5,10,True,6.82237e-05
0.5,10,True,0.39899695
0.5,10,True,0.33695683
0.5,10,True,0.25315568
0.5,10,True,0.0007881365
0.5,10,True,0.52549094
0.5,10,True,0.30058283
0.5,10,True,0.5781187
0.5,10,True,0.36632252
0.5,10,True,0.25869042
0.5,10,True,0.66810226
0.5,10,True,0.15463963
0.5,10,True,0.29354295
0.5,10,False,0.35566786
0.5,10,True,0.23009303
0.5,10,True,0.010074711
0.5,10,True,0.20495418
0.5,10,True,0.4008652
0.5,10,False,0.41430467
0.5,10,True,0.2263672
0.5,10,True,0.3567534
0.5,10,True,0.4610213
0.5,10,True,0.048503168
0.5,10,True,0.00016809272
0.5,10,True,0.31224364
0.5,10,True,0.23650205
0.5,10,True,0.3106775
0.5,10,True,0.4739032
0.5,10,True,0.0020239593
0.5,10,True,0.26348326
0.5,10,True,0.6770433
0.5,10,True,0.021241933
0.5,10,True,0.29692143
0.5,10,True,0.040227395
0.5,10,True,0.3781309
0.5,10,True,0.37612715
0.5,10,True,0.37245277
0.5,10,True,0.101733394
0.5,10,True,0.24145603
0.5,10,True,0.4636228
0.5,10,True,0.2661038
0.5,10,True,0.009643787
0.5,10,True,0.06012035
0.5,10,True,0.65757835
0.5,10,True,0.6697923
0.5,10,True,0.2776347
0.5,10,True,0.6260264
0.5,10,True,0.11254847
0.5,10,True,0.24511291
0.5,10,True,0.6790036
0.5,10,True,5.4875432e-05
0.5,10,True,0.53717583
0.5,10,True,0.17993261
0.5,10,True,0.13090669
0.5,10,True,0.12009895
0.5,10,True,0.45268577
0.5,10,True,0.52210945
0.5,10,True,5.268e-05
0.5,10,True,0.39606333
0.5,10,True,0.31380695
0.5,10,True,2.0463883e-06
0.5,10,True,0.2562971
0.5,10,True,0.30626407
0.5,10,True,0.3238376
0.5,10,True,0.61153126
0.5,10,True,0.28766486
0.5,10,True,0.38384932
0.5,10,True,0.0022810206
0.5,10,True,0.02602275
0.5,10,False,0.63755864
0.5,10,True,0.63066393
0.5,10,True,0.46534014
0.5,10,True,7.975394e-16
0.5,10,True,0.2966892
0.5,10,True,0.042831793
0.5,10,True,0.023519158
0.5,10,True,0.15859795
0.5,10,True,0.4511751
0.5,10,True,0.43210393
0.5,10,True,0.3492377
0.5,10,True,0.054049812
0.5,10,True,0.3675067
0.5,10,True,0.42084846
0.5,10,True,0.64385563
0.5,10,True,0.2852381
0.5,10,True,0.44050473
0.5,10,True,0.47523618
0.5,10,True,0.17236125
0.5,10,True,0.14313425
0.5,10,True,0.44571984
0.5,10,True,0.53396547
0.5,10,True,0.585181
0.5,10,True,0.2866326
0.5,10,True,0.023641605
0.5,10,True,0.007185305
0.5,10,True,0.32422382
0.5,10,True,0.5154442
0.5,10,True,0.19384618
0.5,10,False,0.69305325
0.5,10,True,0.35829464
0.5,10,True,0.5717747
0.5,10,False,0.6831169
0.5,10,True,0.00013322274
0.5,10,True,2.6354637e-06
0.5,10,True,0.2460372
0.5,10,True,0.28476545
0.5,10,True,0.53115827
0.5,10,True,0.0020711606
0.5,10,True,0.00017907916
0.5,10,True,0.6053533
0.5,10,True,0.42026925
0.5,10,True,0.04234745
0.5,10,True,0.30647174
0.5,10,True,0.009784189
0.5,10,True,0.28815126
0.5,10,True,0.3057338
0.5,10,True,0.64453965
0.5,10,True,0.62093294
0.5,10,True,0.33601472
0.5,10,True,0.16692321
0.5,10,True,0.24053039
0.5,10,True,0.25032178
0.5,10,False,0.6609348
0.5,10,True,0.00048260659
0.5,10,False,0.5702667
0.5,10,True,0.12542702
0.5,10,True,0.491553
0.5,10,True,0.4610213
0.5,10,True,0.33528236
0.5,10,True,5.221457e-05
0.5,10,True,0.31648046
0.5,10,True,0.40207183
0.5,10,True,0.39757463
0.5,10,True,0.23663068
0.5,10,True,0.38895166
0.5,10,False,0.6882086
0.5,10,True,0.0656405
0.5,10,True,0.253369
0.5,10,True,0.26286617
0.5,10,True,0.2396988
0.5,10,True,0.5682428
0.5,10,True,0.3290187
0.5,10,True,0.36216542
0.5,10,True,0.41713446
0.5,10,True,0.3572008
0.5,10,True,0.023966305
0.5,10,True,0.5196272
0.5,10,False,0.37700427
0.5,10,True,0.0005020739
0.5,10,True,0.49202925
0.5,10,True,0.0007881365
0.5,10,True,0.056093488
0.5,10,True,0.5788909
0.5,10,True,0.3245816
0.5,10,True,0.0007881365
0.5,10,True,0.03198112
0.5,10,True,0.15989795
0.5,10,True,0.49738616
0.5,10,True,0.69192696
0.5,10,True,0.3287795
0.5,10,True,3.230732e-06
0.5,10,True,0.38493276
0.5,10,True,0.3219506
0.5,10,True,0.24932967
0.5,10,True,0.46115512
0.5,10,True,0.6101322
0.5,10,True,0.32935703
0.5,10,True,0.20639794
0.5,10,True,0.19636577
0.5,10,True,0.19963601
0.5,10,True,0.038624447
0.5,10,True,0.29356116
0.5,10,True,0.0018385281
0.5,10,True,0.3429753
0.5,10,True,0.15214653
0.5,10,True,0.01963934
0.5,10,True,0.24460468
0.5,10,True,6.743164e-08
0.5,10,True,0.0007881365
0.5,10,True,0.048396662
0.5,10,True,0.4610213
0.5,10,True,0.24143943
0.5,10,True,0.32468092
0.5,10,True,0.35120302
0.5,10,True,0.41342875
0.5,10,True,0.43172246
0.5,10,True,0.30350682
0.5,10,True,0.2920387
0.5,10,True,0.46995348
0.5,10,True,0.32491758
0.5,10,True,0.58606565
0.5,10,True,0.593496
0.5,10,True,0.3307523
0.5,10,True,0.25876138
0.5,10,True,0.22954449
0.5,10,True,0.6826485
0.5,10,True,0.39829135
0.5,10,True,0.2814825
0.5,10,True,0.016228955
0.5,10,True,0.46871805
0.5,10,True,0.34746572
0.5,10,True,0.05107627
0.5,10,True,0.5237909
0.5,10,False,0.6185565
0.5,10,True,0.59599143
0.5,10,True,0.26286617
0.5,10,True,0.35799393
0.5,10,False,0.6928849
0.5,10,True,0.40790474
0.5,10,True,2.8738612e-05
0.5,20,True,0.6615981
0.5,20,True,0.35441038
0.5,20,True,0.3580043
0.5,20,True,0.34699523
0.5,20,True,1.7551318e-05
0.5,20,True,0.6849421
0.5,20,True,0.1365578
0.5,20,True,0.017040413
0.5,20,True,0.5691565
0.5,20,True,0.544845
0.5,20,True,0.00050576584
0.5,20,True,0.26700008
0.5,20,True,0.5263288
0.5,20,True,0.2381583
0.5,20,True,0.3087542
0.5,20,True,1.0883789e-05
0.5,20,True,0.121733986
0.5,20,True,0.23717885
0.5,20,True,0.14686874
0.5,20,False,0.6894053
0.5,20,True,0.4473439
0.5,20,True,0.4202778
0.5,20,True,0.45476702
0.5,20,True,6.5653265e-05
0.5,20,True,0.30070537
0.5,20,True,0.2950987
0.5,20,True,0.07121881
0.5,20,True,0.23641936
0.5,20,True,0.59194195
0.5,20,True,0.00050576584
0.5,20,True,0.5036161
0.5,20,True,0.030896982
0.5,20,True,0.40450495
0.5,20,True,2.6031197e-05
0.5,20,True,0.25436577
0.5,20,True,0.4436732
0.5,20,True,0.030762024
0.5,20,True,0.66569734
0.5,20,True,0.35119438
0.5,20,True,0.10404599
0.5,20,True,0.32513016
0.5,20,True,0.28846326
0.5,20,True,0.23675868
0.5,20,True,0.6811724
0.5,20,True,0.025011266
0.5,20,True,0.22940722
0.5,20,True,0.22475041
0.5,20,True,0.022329198
0.5,20,True,0.12238043
0.5,20,True,0.23134431
0.5,20,True,0.5001931
0.5,20,True,0.24600704
0.5,20,True,4.6052354e-17
0.5,20,True,0.31547433
0.5,20,True,0.35212785
0.5,20,True,0.26188368
0.5,20,False,0.40400392
0.5,20,True,5.097799e-07
0.5,20,True,0.22008002
0.5,20,True,0.26595154
0.5,20,True,0.055247772
0.5,20,True,0.11159502
0.5,20,True,0.31028816
0.5,20,True,0.32579127
