epoch,alpha,method,certain_accuracy,uncertain_accuracy,n_certain,n_uncertain
4,0.08999999612569809,probability_gap,0.9376657605171204,0.6081081032752991,754,74
4,0.08999999612569809,combined,0.9376657605171204,0.6081081032752991,754,74
4,0.09999999403953552,entropy,0.9410187602043152,0.6097561120986938,746,82
4,0.09999999403953552,information_content,0.9410187602043152,0.6097561120986938,746,82
4,0.09999999403953552,probability_gap,0.9410187602043152,0.6097561120986938,746,82
4,0.09999999403953552,combined,0.9410187602043152,0.6097561120986938,746,82
4,0.10999999940395355,entropy,0.9430894255638123,0.6222222447395325,738,90
4,0.10999999940395355,information_content,0.9430894255638123,0.6222222447395325,738,90
4,0.10999999940395355,probability_gap,0.9430894255638123,0.6222222447395325,738,90
4,0.10999999940395355,combined,0.9430894255638123,0.6222222447395325,738,90
4,0.11999999731779099,entropy,0.9465020298957825,0.6262626051902771,729,99
4,0.11999999731779099,information_content,0.9465020298957825,0.6262626051902771,729,99
4,0.11999999731779099,probability_gap,0.9465020298957825,0.6262626051902771,729,99
4,0.11999999731779099,combined,0.9465020298957825,0.6262626051902771,729,99
4,0.12999999523162842,entropy,0.9472954273223877,0.644859790802002,721,107
4,0.12999999523162842,information_content,0.9472954273223877,0.644859790802002,721,107
4,0.12999999523162842,probability_gap,0.9472954273223877,0.644859790802002,721,107
4,0.12999999523162842,combined,0.9472954273223877,0.644859790802002,721,107
4,0.14000000059604645,entropy,0.946704089641571,0.6695652008056641,713,115
4,0.14000000059604645,information_content,0.946704089641571,0.6695652008056641,713,115
4,0.14000000059604645,probability_gap,0.946704089641571,0.6695652008056641,713,115
4,0.14000000059604645,combined,0.946704089641571,0.6695652008056641,713,115
4,0.14999999105930328,entropy,0.9474431872367859,0.6854838728904724,704,124
4,0.14999999105930328,information_content,0.9474431872367859,0.6854838728904724,704,124
4,0.14999999105930328,probability_gap,0.9474431872367859,0.6854838728904724,704,124
4,0.14999999105930328,combined,0.9474431872367859,0.6854838728904724,704,124
4,0.1599999964237213,entropy,0.9482758641242981,0.6969696879386902,696,132
4,0.1599999964237213,information_content,0.9482758641242981,0.6969696879386902,696,132
4,0.1599999964237213,probability_gap,0.9482758641242981,0.6969696879386902,696,132
4,0.1599999964237213,combined,0.9482758641242981,0.6969696879386902,696,132
4,0.17000000178813934,entropy,0.9476743936538696,0.7142857313156128,688,140
4,0.17000000178813934,information_content,0.9476743936538696,0.7142857313156128,688,140
4,0.17000000178813934,probability_gap,0.9476743936538696,0.7142857313156128,688,140
4,0.17000000178813934,combined,0.9476743936538696,0.7142857313156128,688,140
4,0.17999999225139618,entropy,0.9485294222831726,0.7229729890823364,680,148
4,0.17999999225139618,information_content,0.9485294222831726,0.7229729890823364,680,148
4,0.17999999225139618,probability_gap,0.9485294222831726,0.7229729890823364,680,148
4,0.17999999225139618,combined,0.9485294222831726,0.7229729890823364,680,148
4,0.1899999976158142,entropy,0.9478390216827393,0.7388535141944885,671,157
4,0.1899999976158142,information_content,0.9478390216827393,0.7388535141944885,671,157
4,0.1899999976158142,probability_gap,0.9478390216827393,0.7388535141944885,671,157
4,0.1899999976158142,combined,0.9478390216827393,0.7388535141944885,671,157
4,0.19999998807907104,entropy,0.9487179517745972,0.7454545497894287,663,165
4,0.19999998807907104,information_content,0.9487179517745972,0.7454545497894287,663,165
4,0.19999998807907104,probability_gap,0.9487179517745972,0.7454545497894287,663,165
4,0.19999998807907104,combined,0.9487179517745972,0.7454545497894287,663,165
4,0.20999999344348907,entropy,0.9496183395385742,0.7514451146125793,655,173
4,0.20999999344348907,information_content,0.9496183395385742,0.7514451146125793,655,173
4,0.20999999344348907,probability_gap,0.9496183395385742,0.7514451146125793,655,173
4,0.20999999344348907,combined,0.9496183395385742,0.7514451146125793,655,173
4,0.2199999988079071,entropy,0.9505409598350525,0.7569060921669006,647,181
4,0.2199999988079071,information_content,0.9505409598350525,0.7569060921669006,647,181
4,0.2199999988079071,probability_gap,0.9505409598350525,0.7569060921669006,647,181
4,0.2199999988079071,combined,0.9505409598350525,0.7569060921669006,647,181
4,0.22999998927116394,entropy,0.9514106512069702,0.7631579041481018,638,190
4,0.22999998927116394,information_content,0.9514106512069702,0.7631579041481018,638,190
4,0.22999998927116394,probability_gap,0.9514106512069702,0.7631579041481018,638,190
4,0.22999998927116394,combined,0.9514106512069702,0.7631579041481018,638,190
4,0.23999999463558197,entropy,0.9539682269096375,0.7626262903213501,630,198
4,0.23999999463558197,information_content,0.9539682269096375,0.7626262903213501,630,198
4,0.23999999463558197,probability_gap,0.9539682269096375,0.7626262903213501,630,198
4,0.23999999463558197,combined,0.9539682269096375,0.7626262903213501,630,198
4,0.25,entropy,0.9533762335777283,0.7718446850776672,622,206
4,0.25,information_content,0.9533762335777283,0.7718446850776672,622,206
4,0.25,probability_gap,0.9533762335777283,0.7718446850776672,622,206
4,0.25,combined,0.9533762335777283,0.7718446850776672,622,206
4,0.25999999046325684,entropy,0.9559543132781982,0.7720929980278015,613,215
4,0.25999999046325684,information_content,0.9559543132781982,0.7720929980278015,613,215
4,0.25999999046325684,probability_gap,0.9559543132781982,0.7720929980278015,613,215
4,0.25999999046325684,combined,0.9559543132781982,0.7720929980278015,613,215
4,0.26999998092651367,entropy,0.9553719162940979,0.7802690863609314,605,223
4,0.26999998092651367,information_content,0.9553719162940979,0.7802690863609314,605,223
4,0.26999998092651367,probability_gap,0.9553719162940979,0.7802690863609314,605,223
4,0.26999998092651367,combined,0.9553719162940979,0.7802690863609314,605,223
4,0.2800000011920929,entropy,0.9564489126205444,0.7835497856140137,597,231
4,0.2800000011920929,information_content,0.9564489126205444,0.7835497856140137,597,231
4,0.2800000011920929,probability_gap,0.9564489126205444,0.7835497856140137,597,231
4,0.2800000011920929,combined,0.9564489126205444,0.7835497856140137,597,231
4,0.28999999165534973,entropy,0.9558573961257935,0.7907949686050415,589,239
4,0.28999999165534973,information_content,0.9558573961257935,0.7907949686050415,589,239
4,0.28999999165534973,probability_gap,0.9558573961257935,0.7907949686050415,589,239
4,0.28999999165534973,combined,0.9558573961257935,0.7907949686050415,589,239
4,0.29999998211860657,entropy,0.9551724195480347,0.7983871102333069,580,248
4,0.29999998211860657,information_content,0.9551724195480347,0.7983871102333069,580,248
4,0.29999998211860657,probability_gap,0.9551724195480347,0.7983871102333069,580,248
4,0.29999998211860657,combined,0.9551724195480347,0.7983871102333069,580,248
4,0.3100000023841858,entropy,0.9562937021255493,0.80078125,572,256
4,0.3100000023841858,information_content,0.9562937021255493,0.80078125,572,256
4,0.3100000023841858,probability_gap,0.9562937021255493,0.80078125,572,256
4,0.3100000023841858,combined,0.9562937021255493,0.80078125,572,256
4,0.3199999928474426,entropy,0.9556737542152405,0.8068181872367859,564,264
4,0.3199999928474426,information_content,0.9556737542152405,0.8068181872367859,564,264
4,0.3199999928474426,probability_gap,0.9556737542152405,0.8068181872367859,564,264
4,0.3199999928474426,combined,0.9556737542152405,0.8068181872367859,564,264
4,0.32999998331069946,entropy,0.9550359845161438,0.8125,556,272
4,0.32999998331069946,information_content,0.9550359845161438,0.8125,556,272
4,0.32999998331069946,probability_gap,0.9550359845161438,0.8125,556,272
4,0.32999998331069946,combined,0.9550359845161438,0.8125,556,272
4,0.3400000035762787,entropy,0.9542961716651917,0.8185053467750549,547,281
4,0.3400000035762787,information_content,0.9542961716651917,0.8185053467750549,547,281
4,0.3400000035762787,probability_gap,0.9542961716651917,0.8185053467750549,547,281
4,0.3400000035762787,combined,0.9542961716651917,0.8185053467750549,547,281
4,0.3499999940395355,entropy,0.9536178112030029,0.8235294222831726,539,289
4,0.3499999940395355,information_content,0.9536178112030029,0.8235294222831726,539,289
4,0.3499999940395355,probability_gap,0.9536178112030029,0.8235294222831726,539,289
4,0.3499999940395355,combined,0.9536178112030029,0.8235294222831726,539,289
4,0.35999998450279236,entropy,0.9548022747039795,0.8249158263206482,531,297
4,0.35999998450279236,information_content,0.9548022747039795,0.8249158263206482,531,297
4,0.35999998450279236,probability_gap,0.9548022747039795,0.8249158263206482,531,297
4,0.35999998450279236,combined,0.9548022747039795,0.8249158263206482,531,297
4,0.3700000047683716,entropy,0.9541109204292297,0.8295081853866577,523,305
4,0.3700000047683716,information_content,0.9541109204292297,0.8295081853866577,523,305
4,0.3700000047683716,probability_gap,0.9541109204292297,0.8295081853866577,523,305
4,0.3700000047683716,combined,0.9541109204292297,0.8295081853866577,523,305
4,0.3799999952316284,entropy,0.957198441028595,0.8280254602432251,514,314
4,0.3799999952316284,information_content,0.957198441028595,0.8280254602432251,514,314
4,0.3799999952316284,probability_gap,0.957198441028595,0.8280254602432251,514,314
4,0.3799999952316284,combined,0.957198441028595,0.8280254602432251,514,314
4,0.38999998569488525,entropy,0.95652174949646,0.8322981595993042,506,322
4,0.38999998569488525,information_content,0.95652174949646,0.8322981595993042,506,322
4,0.38999998569488525,probability_gap,0.95652174949646,0.8322981595993042,506,322
4,0.38999998569488525,combined,0.95652174949646,0.8322981595993042,506,322
4,0.3999999761581421,entropy,0.9558233022689819,0.8363636136054993,498,330
4,0.3999999761581421,information_content,0.9558233022689819,0.8363636136054993,498,330
4,0.3999999761581421,probability_gap,0.9558233022689819,0.8363636136054993,498,330
4,0.3999999761581421,combined,0.9558233022689819,0.8363636136054993,498,330
4,0.4099999964237213,entropy,0.9551020264625549,0.8402366638183594,490,338
4,0.4099999964237213,information_content,0.9551020264625549,0.8402366638183594,490,338
4,0.4099999964237213,probability_gap,0.9551020264625549,0.8402366638183594,490,338
4,0.4099999964237213,combined,0.9551020264625549,0.8402366638183594,490,338
4,0.41999998688697815,entropy,0.9542619585990906,0.8443803787231445,481,347
4,0.41999998688697815,information_content,0.9542619585990906,0.8443803787231445,481,347
4,0.41999998688697815,probability_gap,0.9542619585990906,0.8443803787231445,481,347
4,0.41999998688697815,combined,0.9542619585990906,0.8443803787231445,481,347
4,0.429999977350235,entropy,0.9534883499145508,0.8478873372077942,473,355
4,0.429999977350235,information_content,0.9534883499145508,0.8478873372077942,473,355
4,0.429999977350235,probability_gap,0.9534883499145508,0.8478873372077942,473,355
4,0.429999977350235,combined,0.9534883499145508,0.8478873372077942,473,355
4,0.4399999976158142,entropy,0.9548386931419373,0.8484848737716675,465,363
4,0.4399999976158142,information_content,0.9548386931419373,0.8484848737716675,465,363
4,0.4399999976158142,probability_gap,0.9548386931419373,0.8484848737716675,465,363
4,0.4399999976158142,combined,0.9548386931419373,0.8484848737716675,465,363
4,0.44999998807907104,entropy,0.9561403393745422,0.8494623899459839,456,372
4,0.44999998807907104,information_content,0.9561403393745422,0.8494623899459839,456,372
4,0.44999998807907104,probability_gap,0.9561403393745422,0.8494623899459839,456,372
4,0.44999998807907104,combined,0.9561403393745422,0.8494623899459839,456,372
4,0.4599999785423279,entropy,0.9553571343421936,0.8526315689086914,448,380
4,0.4599999785423279,information_content,0.9553571343421936,0.8526315689086914,448,380
4,0.4599999785423279,probability_gap,0.9553571343421936,0.8526315689086914,448,380
4,0.4599999785423279,combined,0.9553571343421936,0.8526315689086914,448,380
4,0.4699999988079071,entropy,0.9545454382896423,0.8556700944900513,440,388
4,0.4699999988079071,information_content,0.9545454382896423,0.8556700944900513,440,388
4,0.4699999988079071,probability_gap,0.9545454382896423,0.8556700944900513,440,388
4,0.4699999988079071,combined,0.9545454382896423,0.8556700944900513,440,388
4,0.47999998927116394,entropy,0.9538106322288513,0.8582278490066528,433,395
4,0.47999998927116394,information_content,0.9538106322288513,0.8582278490066528,433,395
4,0.47999998927116394,probability_gap,0.9538106322288513,0.8582278490066528,433,395
4,0.47999998927116394,combined,0.9538106322288513,0.8582278490066528,433,395
4,0.4899999797344208,entropy,0.9621749520301819,0.8518518805503845,423,405
4,0.4899999797344208,information_content,0.9621749520301819,0.8518518805503845,423,405
4,0.4899999797344208,probability_gap,0.9621749520301819,0.8518518805503845,423,405
4,0.4899999797344208,combined,0.9621749520301819,0.8518518805503845,423,405
4,0.5,entropy,0.9638554453849792,0.852300226688385,415,413
4,0.5,information_content,0.9638554453849792,0.852300226688385,415,413
4,0.5,probability_gap,0.9638554453849792,0.852300226688385,415,413
4,0.5,combined,0.9638554453849792,0.852300226688385,415,413
4,0.5099999904632568,entropy,0.9631449580192566,0.8551068902015686,407,421
4,0.5099999904632568,information_content,0.9631449580192566,0.8551068902015686,407,421
4,0.5099999904632568,probability_gap,0.9631449580192566,0.8551068902015686,407,421
4,0.5099999904632568,combined,0.9631449580192566,0.8551068902015686,407,421
4,0.5199999809265137,entropy,0.9648241400718689,0.8558139801025391,398,430
4,0.5199999809265137,information_content,0.9648241400718689,0.8558139801025391,398,430
4,0.5199999809265137,probability_gap,0.9648241400718689,0.8558139801025391,398,430
4,0.5199999809265137,combined,0.9648241400718689,0.8558139801025391,398,430
4,0.5300000309944153,entropy,0.964102566242218,0.8584474921226501,390,438
4,0.5300000309944153,information_content,0.964102566242218,0.8584474921226501,390,438
4,0.5300000309944153,probability_gap,0.964102566242218,0.8584474921226501,390,438
4,0.5300000309944153,combined,0.964102566242218,0.8584474921226501,390,438
4,0.5400000214576721,entropy,0.963350772857666,0.8609865307807922,382,446
4,0.5400000214576721,information_content,0.963350772857666,0.8609865307807922,382,446
4,0.5400000214576721,probability_gap,0.963350772857666,0.8609865307807922,382,446
4,0.5400000214576721,combined,0.963350772857666,0.8609865307807922,382,446
4,0.550000011920929,entropy,0.9625668525695801,0.8634361028671265,374,454
4,0.550000011920929,information_content,0.9625668525695801,0.8634361028671265,374,454
4,0.550000011920929,probability_gap,0.9625668525695801,0.8634361028671265,374,454
4,0.550000011920929,combined,0.9625668525695801,0.8634361028671265,374,454
4,0.5600000023841858,entropy,0.9616438150405884,0.866090714931488,365,463
4,0.5600000023841858,information_content,0.9616438150405884,0.866090714931488,365,463
4,0.5600000023841858,probability_gap,0.9616438150405884,0.866090714931488,365,463
4,0.5600000023841858,combined,0.9616438150405884,0.866090714931488,365,463
4,0.5699999928474426,entropy,0.9635854363441467,0.8662420511245728,357,471
4,0.5699999928474426,information_content,0.9635854363441467,0.8662420511245728,357,471
4,0.5699999928474426,probability_gap,0.9635854363441467,0.8662420511245728,357,471
4,0.5699999928474426,combined,0.9635854363441467,0.8662420511245728,357,471
4,0.5799999833106995,entropy,0.9656160473823547,0.8663883209228516,349,479
4,0.5799999833106995,information_content,0.9656160473823547,0.8663883209228516,349,479
4,0.5799999833106995,probability_gap,0.9656160473823547,0.8663883209228516,349,479
4,0.5799999833106995,combined,0.9656160473823547,0.8663883209228516,349,479
4,0.5900000333786011,entropy,0.9648093581199646,0.8685831427574158,341,487
4,0.5900000333786011,information_content,0.9648093581199646,0.8685831427574158,341,487
4,0.5900000333786011,probability_gap,0.9648093581199646,0.8685831427574158,341,487
4,0.5900000333786011,combined,0.9648093581199646,0.8685831427574158,341,487
4,0.6000000238418579,entropy,0.9638554453849792,0.8709677457809448,332,496
4,0.6000000238418579,information_content,0.9638554453849792,0.8709677457809448,332,496
4,0.6000000238418579,probability_gap,0.9638554453849792,0.8709677457809448,332,496
4,0.6000000238418579,combined,0.9638554453849792,0.8709677457809448,332,496
4,0.6100000143051147,entropy,0.9629629850387573,0.8730158805847168,324,504
4,0.6100000143051147,information_content,0.9629629850387573,0.8730158805847168,324,504
4,0.6100000143051147,probability_gap,0.9629629850387573,0.8730158805847168,324,504
4,0.6100000143051147,combined,0.9629629850387573,0.8730158805847168,324,504
4,0.6200000047683716,entropy,0.9620253443717957,0.875,316,512
4,0.6200000047683716,information_content,0.9620253443717957,0.875,316,512
4,0.6200000047683716,probability_gap,0.9620253443717957,0.875,316,512
4,0.6200000047683716,combined,0.9620253443717957,0.875,316,512
4,0.6299999952316284,entropy,0.9674267172813416,0.8733205199241638,307,521
4,0.6299999952316284,information_content,0.9674267172813416,0.8733205199241638,307,521
4,0.6299999952316284,probability_gap,0.9674267172813416,0.8733205199241638,307,521
4,0.6299999952316284,combined,0.9674267172813416,0.8733205199241638,307,521
4,0.6399999856948853,entropy,0.9665551781654358,0.8752362728118896,299,529
4,0.6399999856948853,information_content,0.9665551781654358,0.8752362728118896,299,529
4,0.6399999856948853,probability_gap,0.9665551781654358,0.8752362728118896,299,529
4,0.6399999856948853,combined,0.9665551781654358,0.8752362728118896,299,529
4,0.6500000357627869,entropy,0.9725086092948914,0.8733705878257751,291,537
4,0.6500000357627869,information_content,0.9725086092948914,0.8733705878257751,291,537
4,0.6500000357627869,probability_gap,0.9725086092948914,0.8733705878257751,291,537
4,0.6500000357627869,combined,0.9725086092948914,0.8733705878257751,291,537
4,0.6600000262260437,entropy,0.9752650260925293,0.8733944892883301,283,545
4,0.6600000262260437,information_content,0.9752650260925293,0.8733944892883301,283,545
4,0.6600000262260437,probability_gap,0.9752650260925293,0.8733944892883301,283,545
4,0.6600000262260437,combined,0.9752650260925293,0.8733944892883301,283,545
4,0.6700000166893005,entropy,0.974452555179596,0.8754512667655945,274,554
4,0.6700000166893005,information_content,0.974452555179596,0.8754512667655945,274,554
4,0.6700000166893005,probability_gap,0.974452555179596,0.8754512667655945,274,554
4,0.6700000166893005,combined,0.974452555179596,0.8754512667655945,274,554
4,0.6800000071525574,entropy,0.9774436354637146,0.8754448294639587,266,562
4,0.6800000071525574,information_content,0.9774436354637146,0.8754448294639587,266,562
4,0.6800000071525574,probability_gap,0.9774436354637146,0.8754448294639587,266,562
4,0.6800000071525574,combined,0.9774436354637146,0.8754448294639587,266,562
4,0.6899999976158142,entropy,0.9844961166381836,0.8736842274665833,258,570
4,0.6899999976158142,information_content,0.9844961166381836,0.8736842274665833,258,570
4,0.6899999976158142,probability_gap,0.9844961166381836,0.8736842274665833,258,570
4,0.6899999976158142,combined,0.9844961166381836,0.8736842274665833,258,570
4,0.699999988079071,entropy,0.984000027179718,0.875432550907135,250,578
4,0.699999988079071,information_content,0.984000027179718,0.875432550907135,250,578
4,0.699999988079071,probability_gap,0.984000027179718,0.875432550907135,250,578
4,0.699999988079071,combined,0.984000027179718,0.875432550907135,250,578
4,0.7099999785423279,entropy,0.9875518679618835,0.8756388425827026,241,587
4,0.7099999785423279,information_content,0.9875518679618835,0.8756388425827026,241,587
4,0.7099999785423279,probability_gap,0.9875518679618835,0.8756388425827026,241,587
4,0.7099999785423279,combined,0.9875518679618835,0.8756388425827026,241,587
4,0.7200000286102295,entropy,0.9871244430541992,0.8773109316825867,233,595
4,0.7200000286102295,information_content,0.9871244430541992,0.8773109316825867,233,595
4,0.7200000286102295,probability_gap,0.9871244430541992,0.8773109316825867,233,595
4,0.7200000286102295,combined,0.9871244430541992,0.8773109316825867,233,595
4,0.7300000190734863,entropy,0.9866666793823242,0.878938615322113,225,603
4,0.7300000190734863,information_content,0.9866666793823242,0.878938615322113,225,603
4,0.7300000190734863,probability_gap,0.9866666793823242,0.878938615322113,225,603
4,0.7300000190734863,combined,0.9866666793823242,0.878938615322113,225,603
4,0.7400000095367432,entropy,0.9861751198768616,0.8805237412452698,217,611
4,0.7400000095367432,information_content,0.9861751198768616,0.8805237412452698,217,611
4,0.7400000095367432,probability_gap,0.9861751198768616,0.8805237412452698,217,611
4,0.7400000095367432,combined,0.9861751198768616,0.8805237412452698,217,611
4,0.75,entropy,0.9855769276618958,0.8822580575942993,208,620
4,0.75,information_content,0.9855769276618958,0.8822580575942993,208,620
4,0.75,probability_gap,0.9855769276618958,0.8822580575942993,208,620
4,0.75,combined,0.9855769276618958,0.8822580575942993,208,620
4,0.7599999904632568,entropy,0.9850000143051147,0.8837579488754272,200,628
4,0.7599999904632568,information_content,0.9850000143051147,0.8837579488754272,200,628
4,0.7599999904632568,probability_gap,0.9850000143051147,0.8837579488754272,200,628
4,0.7599999904632568,combined,0.9850000143051147,0.8837579488754272,200,628
4,0.7699999809265137,entropy,0.984375,0.8852201104164124,192,636
4,0.7699999809265137,information_content,0.984375,0.8852201104164124,192,636
4,0.7699999809265137,probability_gap,0.984375,0.8852201104164124,192,636
4,0.7699999809265137,combined,0.984375,0.8852201104164124,192,636
4,0.7800000309944153,entropy,0.9836065769195557,0.8868216872215271,183,645
4,0.7800000309944153,information_content,0.9836065769195557,0.8868216872215271,183,645
4,0.7800000309944153,probability_gap,0.9836065769195557,0.8868216872215271,183,645
4,0.7800000309944153,combined,0.9836065769195557,0.8868216872215271,183,645
4,0.7900000214576721,entropy,0.9828571677207947,0.888208270072937,175,653
4,0.7900000214576721,information_content,0.9828571677207947,0.888208270072937,175,653
4,0.7900000214576721,probability_gap,0.9828571677207947,0.888208270072937,175,653
4,0.7900000214576721,combined,0.9828571677207947,0.888208270072937,175,653
4,0.800000011920929,entropy,0.9820359349250793,0.8895612955093384,167,661
4,0.800000011920929,information_content,0.9820359349250793,0.8895612955093384,167,661
4,0.800000011920929,probability_gap,0.9820359349250793,0.8895612955093384,167,661
4,0.800000011920929,combined,0.9820359349250793,0.8895612955093384,167,661
4,0.8100000023841858,entropy,0.9811320900917053,0.8908818960189819,159,669
4,0.8100000023841858,information_content,0.9811320900917053,0.8908818960189819,159,669
4,0.8100000023841858,probability_gap,0.9811320900917053,0.8908818960189819,159,669
4,0.8100000023841858,combined,0.9811320900917053,0.8908818960189819,159,669
4,0.8199999928474426,entropy,0.9800000190734863,0.8923304080963135,150,678
4,0.8199999928474426,information_content,0.9800000190734863,0.8923304080963135,150,678
4,0.8199999928474426,probability_gap,0.9800000190734863,0.8923304080963135,150,678
4,0.8199999928474426,combined,0.9800000190734863,0.8923304080963135,150,678
4,0.8299999833106995,entropy,0.9929577708244324,0.8906705379486084,142,686
4,0.8299999833106995,information_content,0.9929577708244324,0.8906705379486084,142,686
4,0.8299999833106995,probability_gap,0.9929577708244324,0.8906705379486084,142,686
4,0.8299999833106995,combined,0.9929577708244324,0.8906705379486084,142,686
4,0.8400000333786011,entropy,0.9928057789802551,0.8911466002464294,139,689
4,0.8400000333786011,information_content,0.9928057789802551,0.8911466002464294,139,689
4,0.8400000333786011,probability_gap,0.9928057789802551,0.8911466002464294,139,689
4,0.8400000333786011,combined,0.9928057789802551,0.8911466002464294,139,689
4,0.8500000238418579,entropy,0.9920634627342224,0.8931623697280884,126,702
4,0.8500000238418579,information_content,0.9920634627342224,0.8931623697280884,126,702
4,0.8500000238418579,probability_gap,0.9920634627342224,0.8931623697280884,126,702
4,0.8500000238418579,combined,0.9920634627342224,0.8931623697280884,126,702
4,0.8600000143051147,entropy,0.9914529919624329,0.8945147395133972,117,711
4,0.8600000143051147,information_content,0.9914529919624329,0.8945147395133972,117,711
4,0.8600000143051147,probability_gap,0.9914529919624329,0.8945147395133972,117,711
4,0.8600000143051147,combined,0.9914529919624329,0.8945147395133972,117,711
4,0.8700000047683716,entropy,0.9908257126808167,0.8956884741783142,109,719
4,0.8700000047683716,information_content,0.9908257126808167,0.8956884741783142,109,719
4,0.8700000047683716,probability_gap,0.9908257126808167,0.8956884741783142,109,719
4,0.8700000047683716,combined,0.9908257126808167,0.8956884741783142,109,719
4,0.8799999952316284,entropy,0.9900990128517151,0.8968363404273987,101,727
4,0.8799999952316284,information_content,0.9900990128517151,0.8968363404273987,101,727
4,0.8799999952316284,probability_gap,0.9900990128517151,0.8968363404273987,101,727
4,0.8799999952316284,combined,0.9900990128517151,0.8968363404273987,101,727
4,0.8899999856948853,entropy,0.989130437374115,0.898097813129425,92,736
4,0.8899999856948853,information_content,0.989130437374115,0.898097813129425,92,736
4,0.8899999856948853,probability_gap,0.989130437374115,0.898097813129425,92,736
4,0.8899999856948853,combined,0.989130437374115,0.898097813129425,92,736
4,0.8999999761581421,entropy,0.988095223903656,0.899193525314331,84,744
4,0.8999999761581421,information_content,0.988095223903656,0.899193525314331,84,744
4,0.8999999761581421,probability_gap,0.988095223903656,0.899193525314331,84,744
4,0.8999999761581421,combined,0.988095223903656,0.899193525314331,84,744
4,0.9100000262260437,entropy,0.9868420958518982,0.9002659320831299,76,752
4,0.9100000262260437,information_content,0.9868420958518982,0.9002659320831299,76,752
4,0.9100000262260437,probability_gap,0.9868420958518982,0.9002659320831299,76,752
4,0.9100000262260437,combined,0.9868420958518982,0.9002659320831299,76,752
4,0.9200000166893005,entropy,1.0,0.8999999761581421,68,760
4,0.9200000166893005,information_content,1.0,0.8999999761581421,68,760
4,0.9200000166893005,probability_gap,1.0,0.8999999761581421,68,760
4,0.9200000166893005,combined,1.0,0.8999999761581421,68,760
4,0.9300000071525574,entropy,1.0,0.8999999761581421,68,760
4,0.9300000071525574,information_content,1.0,0.8999999761581421,68,760
4,0.9300000071525574,probability_gap,1.0,0.8999999761581421,68,760
4,0.9300000071525574,combined,1.0,0.8999999761581421,68,760
4,0.9399999976158142,entropy,1.0,0.9021878838539124,51,777
4,0.9399999976158142,information_content,1.0,0.9021878838539124,51,777
4,0.9399999976158142,probability_gap,1.0,0.9021878838539124,51,777
4,0.9399999976158142,combined,1.0,0.9021878838539124,51,777
4,0.949999988079071,entropy,1.0,0.903184711933136,43,785
4,0.949999988079071,information_content,1.0,0.903184711933136,43,785
4,0.949999988079071,probability_gap,1.0,0.903184711933136,43,785
4,0.949999988079071,combined,1.0,0.903184711933136,43,785
4,0.9599999785423279,entropy,1.0,0.9041613936424255,35,793
4,0.9599999785423279,information_content,1.0,0.9041613936424255,35,793
4,0.9599999785423279,probability_gap,1.0,0.9041613936424255,35,793
4,0.9599999785423279,combined,1.0,0.9041613936424255,35,793
4,0.9700000286102295,entropy,1.0,0.9052368998527527,26,802
4,0.9700000286102295,information_content,1.0,0.9052368998527527,26,802
4,0.9700000286102295,probability_gap,1.0,0.9052368998527527,26,802
4,0.9700000286102295,combined,1.0,0.9052368998527527,26,802
4,0.9800000190734863,entropy,1.0,0.9061728119850159,18,810
4,0.9800000190734863,information_content,1.0,0.9061728119850159,18,810
4,0.9800000190734863,probability_gap,1.0,0.9061728119850159,18,810
4,0.9800000190734863,combined,1.0,0.9061728119850159,18,810
4,0.9900000095367432,entropy,1.0,0.9070904850959778,10,818
4,0.9900000095367432,information_content,1.0,0.9070904850959778,10,818
4,0.9900000095367432,probability_gap,1.0,0.9070904850959778,10,818
4,0.9900000095367432,combined,1.0,0.9070904850959778,10,818
4,1.0,entropy,1.0,0.9079903364181519,2,826
4,1.0,information_content,1.0,0.9077669978141785,4,824
4,1.0,probability_gap,1.0,0.9078788161277771,3,825
4,1.0,combined,1.0,0.9079903364181519,2,826
5,0.0,entropy,0.9118357300758362,,828,0
5,0.0,information_content,0.9118357300758362,,828,0
5,0.0,probability_gap,0.9118357300758362,,828,0
5,0.0,combined,0.9118357300758362,,828,0
5,0.009999999776482582,entropy,0.9182927012443542,0.25,820,8
5,0.009999999776482582,information_content,0.9182927012443542,0.25,820,8
5,0.009999999776482582,probability_gap,0.9182927012443542,0.25,820,8
5,0.009999999776482582,combined,0.9182927012443542,0.25,820,8
5,0.019999999552965164,entropy,0.9224137663841248,0.375,812,16
5,0.019999999552965164,information_content,0.9224137663841248,0.375,812,16
5,0.019999999552965164,probability_gap,0.9224137663841248,0.375,812,16
5,0.019999999552965164,combined,0.9224137663841248,0.375,812,16
5,0.029999999329447746,entropy,0.926616907119751,0.4166666567325592,804,24
5,0.029999999329447746,information_content,0.926616907119751,0.4166666567325592,804,24
5,0.029999999329447746,probability_gap,0.926616907119751,0.4166666567325592,804,24
5,0.029999999329447746,combined,0.926616907119751,0.4166666567325592,804,24
5,0.03999999910593033,entropy,0.9345911741256714,0.3636363744735718,795,33
5,0.03999999910593033,information_content,0.9345911741256714,0.3636363744735718,795,33
5,0.03999999910593033,probability_gap,0.9345911741256714,0.3636363744735718,795,33
5,0.03999999910593033,combined,0.9345911741256714,0.3636363744735718,795,33
5,0.04999999701976776,entropy,0.9402795433998108,0.3658536672592163,787,41
5,0.04999999701976776,information_content,0.9402795433998108,0.3658536672592163,787,41
