epoch,alpha,method,certain_accuracy,uncertain_accuracy,n_certain,n_uncertain
1,0.25,entropy,0.790996789932251,0.09223300963640213,622,206
1,0.25,information_content,0.790996789932251,0.09223300963640213,622,206
1,0.25,probability_gap,0.790996789932251,0.09223300963640213,622,206
1,0.25,combined,0.790996789932251,0.09223300963640213,622,206
1,0.25999999046325684,entropy,0.8026100993156433,0.08837209641933441,613,215
1,0.25999999046325684,information_content,0.8026100993156433,0.08837209641933441,613,215
1,0.25999999046325684,probability_gap,0.8026100993156433,0.08837209641933441,613,215
1,0.25999999046325684,combined,0.8026100993156433,0.08837209641933441,613,215
1,0.26999998092651367,entropy,0.8099173307418823,0.09417040646076202,605,223
1,0.26999998092651367,information_content,0.8099173307418823,0.09417040646076202,605,223
1,0.26999998092651367,probability_gap,0.8099173307418823,0.09417040646076202,605,223
1,0.26999998092651367,combined,0.8099173307418823,0.09417040646076202,605,223
1,0.2800000011920929,entropy,0.8190954923629761,0.095238097012043,597,231
1,0.2800000011920929,information_content,0.8190954923629761,0.095238097012043,597,231
1,0.2800000011920929,probability_gap,0.8190954923629761,0.095238097012043,597,231
1,0.2800000011920929,combined,0.8190954923629761,0.095238097012043,597,231
1,0.28999999165534973,entropy,0.8285229206085205,0.09623430669307709,589,239
1,0.28999999165534973,information_content,0.8285229206085205,0.09623430669307709,589,239
1,0.28999999165534973,probability_gap,0.8285229206085205,0.09623430669307709,589,239
1,0.28999999165534973,combined,0.8285229206085205,0.09623430669307709,589,239
1,0.29999998211860657,entropy,0.8327586054801941,0.11290322244167328,580,248
1,0.29999998211860657,information_content,0.8327586054801941,0.11290322244167328,580,248
1,0.29999998211860657,probability_gap,0.8327586054801941,0.11290322244167328,580,248
1,0.29999998211860657,combined,0.8327586054801941,0.11290322244167328,580,248
1,0.3100000023841858,entropy,0.8444055914878845,0.109375,572,256
1,0.3100000023841858,information_content,0.8444055914878845,0.109375,572,256
1,0.3100000023841858,probability_gap,0.8444055914878845,0.109375,572,256
1,0.3100000023841858,combined,0.8444055914878845,0.109375,572,256
1,0.3199999928474426,entropy,0.8510638475418091,0.11742424219846725,564,264
1,0.3199999928474426,information_content,0.8510638475418091,0.11742424219846725,564,264
1,0.3199999928474426,probability_gap,0.8510638475418091,0.11742424219846725,564,264
1,0.3199999928474426,combined,0.8510638475418091,0.11742424219846725,564,264
1,0.32999998331069946,entropy,0.8633093237876892,0.11397058516740799,556,272
1,0.32999998331069946,information_content,0.8633093237876892,0.11397058516740799,556,272
1,0.32999998331069946,probability_gap,0.8633093237876892,0.11397058516740799,556,272
1,0.32999998331069946,combined,0.8633093237876892,0.11397058516740799,556,272
1,0.3400000035762787,entropy,0.8756855726242065,0.1138790026307106,547,281
1,0.3400000035762787,information_content,0.8756855726242065,0.1138790026307106,547,281
1,0.3400000035762787,probability_gap,0.8756855726242065,0.1138790026307106,547,281
1,0.3400000035762787,combined,0.8756855726242065,0.1138790026307106,547,281
1,0.3499999940395355,entropy,0.8868274688720703,0.1141868531703949,539,289
1,0.3499999940395355,information_content,0.8868274688720703,0.1141868531703949,539,289
1,0.3499999940395355,probability_gap,0.8868274688720703,0.1141868531703949,539,289
1,0.3499999940395355,combined,0.8868274688720703,0.1141868531703949,539,289
1,0.35999998450279236,entropy,0.8945385813713074,0.12121212482452393,531,297
1,0.35999998450279236,information_content,0.8945385813713074,0.12121212482452393,531,297
1,0.35999998450279236,probability_gap,0.8945385813713074,0.12121212482452393,531,297
1,0.35999998450279236,combined,0.8945385813713074,0.12121212482452393,531,297
1,0.3700000047683716,entropy,0.8967494964599609,0.13770492374897003,523,305
1,0.3700000047683716,information_content,0.8967494964599609,0.13770492374897003,523,305
1,0.3700000047683716,probability_gap,0.8967494964599609,0.13770492374897003,523,305
1,0.3700000047683716,combined,0.8967494964599609,0.13770492374897003,523,305
1,0.3799999952316284,entropy,0.9046692848205566,0.14649681746959686,514,314
1,0.3799999952316284,information_content,0.9046692848205566,0.14649681746959686,514,314
1,0.3799999952316284,probability_gap,0.9046692848205566,0.14649681746959686,514,314
1,0.3799999952316284,combined,0.9046692848205566,0.14649681746959686,514,314
1,0.38999998569488525,entropy,0.9071146249771118,0.16149067878723145,506,322
1,0.38999998569488525,information_content,0.9071146249771118,0.16149067878723145,506,322
1,0.38999998569488525,probability_gap,0.9071146249771118,0.16149067878723145,506,322
1,0.38999998569488525,combined,0.9071146249771118,0.16149067878723145,506,322
1,0.3999999761581421,entropy,0.9096385836601257,0.17575757205486298,498,330
1,0.3999999761581421,information_content,0.9096385836601257,0.17575757205486298,498,330
1,0.3999999761581421,probability_gap,0.9096385836601257,0.17575757205486298,498,330
1,0.3999999761581421,combined,0.9096385836601257,0.17575757205486298,498,330
1,0.4099999964237213,entropy,0.9161553978919983,0.18584071099758148,489,339
1,0.4099999964237213,information_content,0.9161553978919983,0.18584071099758148,489,339
1,0.4099999964237213,probability_gap,0.9161553978919983,0.18584071099758148,489,339
1,0.4099999964237213,combined,0.9161553978919983,0.18584071099758148,489,339
1,0.41999998688697815,entropy,0.9189189076423645,0.19884726405143738,481,347
1,0.41999998688697815,information_content,0.9189189076423645,0.19884726405143738,481,347
1,0.41999998688697815,probability_gap,0.9189189076423645,0.19884726405143738,481,347
1,0.41999998688697815,combined,0.9189189076423645,0.19884726405143738,481,347
1,0.429999977350235,entropy,0.9196617603302002,0.21408450603485107,473,355
1,0.429999977350235,information_content,0.9196617603302002,0.21408450603485107,473,355
1,0.429999977350235,probability_gap,0.9196617603302002,0.21408450603485107,473,355
1,0.429999977350235,combined,0.9196617603302002,0.21408450603485107,473,355
1,0.4399999976158142,entropy,0.9225806593894958,0.22589531540870667,465,363
1,0.4399999976158142,information_content,0.9225806593894958,0.22589531540870667,465,363
1,0.4399999976158142,probability_gap,0.9225806593894958,0.22589531540870667,465,363
1,0.4399999976158142,combined,0.9225806593894958,0.22589531540870667,465,363
1,0.44999998807907104,entropy,0.9276315569877625,0.23655913770198822,456,372
1,0.44999998807907104,information_content,0.9276315569877625,0.23655913770198822,456,372
1,0.44999998807907104,probability_gap,0.9276315569877625,0.23655913770198822,456,372
1,0.44999998807907104,combined,0.9276315569877625,0.23655913770198822,456,372
1,0.4599999785423279,entropy,0.9308035969734192,0.24736842513084412,448,380
1,0.4599999785423279,information_content,0.9308035969734192,0.24736842513084412,448,380
1,0.4599999785423279,probability_gap,0.9308035969734192,0.24736842513084412,448,380
1,0.4599999785423279,combined,0.9308035969734192,0.24736842513084412,448,380
1,0.4699999988079071,entropy,0.9318181872367859,0.26030927896499634,440,388
1,0.4699999988079071,information_content,0.9318181872367859,0.26030927896499634,440,388
1,0.4699999988079071,probability_gap,0.9318181872367859,0.26030927896499634,440,388
1,0.4699999988079071,combined,0.9318181872367859,0.26030927896499634,440,388
1,0.47999998927116394,entropy,0.9328703880310059,0.27272728085517883,432,396
1,0.47999998927116394,information_content,0.9328703880310059,0.27272728085517883,432,396
1,0.47999998927116394,probability_gap,0.9328703880310059,0.27272728085517883,432,396
1,0.47999998927116394,combined,0.9328703880310059,0.27272728085517883,432,396
1,0.4899999797344208,entropy,0.9314420819282532,0.2888889014720917,423,405
1,0.4899999797344208,information_content,0.9314420819282532,0.2888889014720917,423,405
1,0.4899999797344208,probability_gap,0.9314420819282532,0.2888889014720917,423,405
1,0.4899999797344208,combined,0.9314420819282532,0.2888889014720917,423,405
1,0.5,entropy,0.9302884340286255,0.3009708821773529,416,412
1,0.5,information_content,0.9302884340286255,0.3009708821773529,416,412
1,0.5,probability_gap,0.9302884340286255,0.3009708821773529,416,412
1,0.5,combined,0.9302884340286255,0.3009708821773529,416,412
1,0.5099999904632568,entropy,0.9287469387054443,0.31591448187828064,407,421
1,0.5099999904632568,information_content,0.9287469387054443,0.31591448187828064,407,421
1,0.5099999904632568,probability_gap,0.9287469387054443,0.31591448187828064,407,421
1,0.5099999904632568,combined,0.9287469387054443,0.31591448187828064,407,421
1,0.5199999809265137,entropy,0.927135705947876,0.33023256063461304,398,430
1,0.5199999809265137,information_content,0.927135705947876,0.33023256063461304,398,430
1,0.5199999809265137,probability_gap,0.927135705947876,0.33023256063461304,398,430
1,0.5199999809265137,combined,0.927135705947876,0.33023256063461304,398,430
1,0.5300000309944153,entropy,0.9307692050933838,0.3378995358943939,390,438
1,0.5300000309944153,information_content,0.9307692050933838,0.3378995358943939,390,438
1,0.5300000309944153,probability_gap,0.9307692050933838,0.3378995358943939,390,438
1,0.5300000309944153,combined,0.9307692050933838,0.3378995358943939,390,438
1,0.5400000214576721,entropy,0.9345549941062927,0.34529146552085876,382,446
1,0.5400000214576721,information_content,0.9345549941062927,0.34529146552085876,382,446
1,0.5400000214576721,probability_gap,0.9345549941062927,0.34529146552085876,382,446
1,0.5400000214576721,combined,0.9345549941062927,0.34529146552085876,382,446
1,0.550000011920929,entropy,0.9358288645744324,0.35462555289268494,374,454
1,0.550000011920929,information_content,0.9358288645744324,0.35462555289268494,374,454
1,0.550000011920929,probability_gap,0.9358288645744324,0.35462555289268494,374,454
1,0.550000011920929,combined,0.9358288645744324,0.35462555289268494,374,454
1,0.5600000023841858,entropy,0.9424657821655273,0.3606911301612854,365,463
1,0.5600000023841858,information_content,0.9424657821655273,0.3606911301612854,365,463
1,0.5600000023841858,probability_gap,0.9424657821655273,0.3606911301612854,365,463
1,0.5600000023841858,combined,0.9424657821655273,0.3606911301612854,365,463
1,0.5699999928474426,entropy,0.9439775943756104,0.36942675709724426,357,471
1,0.5699999928474426,information_content,0.9439775943756104,0.36942675709724426,357,471
1,0.5699999928474426,probability_gap,0.9439775943756104,0.36942675709724426,357,471
1,0.5699999928474426,combined,0.9439775943756104,0.36942675709724426,357,471
1,0.5799999833106995,entropy,0.9426934123039246,0.37995824217796326,349,479
1,0.5799999833106995,information_content,0.9426934123039246,0.37995824217796326,349,479
1,0.5799999833106995,probability_gap,0.9426934123039246,0.37995824217796326,349,479
1,0.5799999833106995,combined,0.9426934123039246,0.37995824217796326,349,479
1,0.5900000333786011,entropy,0.9530791640281677,0.3819301724433899,341,487
1,0.5900000333786011,information_content,0.9530791640281677,0.3819301724433899,341,487
1,0.5900000333786011,probability_gap,0.9530791640281677,0.3819301724433899,341,487
1,0.5900000333786011,combined,0.9530791640281677,0.3819301724433899,341,487
1,0.6000000238418579,entropy,0.9548192620277405,0.3911290466785431,332,496
1,0.6000000238418579,information_content,0.9548192620277405,0.3911290466785431,332,496
1,0.6000000238418579,probability_gap,0.9548192620277405,0.3911290466785431,332,496
1,0.6000000238418579,combined,0.9548192620277405,0.3911290466785431,332,496
1,0.6100000143051147,entropy,0.9629629850387573,0.3948412835597992,324,504
1,0.6100000143051147,information_content,0.9629629850387573,0.3948412835597992,324,504
1,0.6100000143051147,probability_gap,0.9629629850387573,0.3948412835597992,324,504
1,0.6100000143051147,combined,0.9629629850387573,0.3948412835597992,324,504
1,0.6200000047683716,entropy,0.9620253443717957,0.404296875,316,512
1,0.6200000047683716,information_content,0.9620253443717957,0.404296875,316,512
1,0.6200000047683716,probability_gap,0.9620253443717957,0.404296875,316,512
1,0.6200000047683716,combined,0.9620253443717957,0.404296875,316,512
1,0.6299999952316284,entropy,0.9609120488166809,0.4145873188972473,307,521
1,0.6299999952316284,information_content,0.9609120488166809,0.4145873188972473,307,521
1,0.6299999952316284,probability_gap,0.9609120488166809,0.4145873188972473,307,521
1,0.6299999952316284,combined,0.9609120488166809,0.4145873188972473,307,521
1,0.6399999856948853,entropy,0.9632107019424438,0.42155009508132935,299,529
1,0.6399999856948853,information_content,0.9632107019424438,0.42155009508132935,299,529
1,0.6399999856948853,probability_gap,0.9632107019424438,0.42155009508132935,299,529
1,0.6399999856948853,combined,0.9632107019424438,0.42155009508132935,299,529
1,0.6500000357627869,entropy,0.962199330329895,0.4301675856113434,291,537
1,0.6500000357627869,information_content,0.962199330329895,0.4301675856113434,291,537
1,0.6500000357627869,probability_gap,0.962199330329895,0.4301675856113434,291,537
1,0.6500000357627869,combined,0.962199330329895,0.4301675856113434,291,537
1,0.6600000262260437,entropy,0.9647887349128723,0.43566176295280457,284,544
1,0.6600000262260437,information_content,0.9647887349128723,0.43566176295280457,284,544
1,0.6600000262260437,probability_gap,0.9647887349128723,0.43566176295280457,284,544
1,0.6600000262260437,combined,0.9647887349128723,0.43566176295280457,284,544
1,0.6700000166893005,entropy,0.9635036587715149,0.44584837555885315,274,554
1,0.6700000166893005,information_content,0.9635036587715149,0.44584837555885315,274,554
1,0.6700000166893005,probability_gap,0.9635036587715149,0.44584837555885315,274,554
1,0.6700000166893005,combined,0.9635036587715149,0.44584837555885315,274,554
1,0.6800000071525574,entropy,0.9624060392379761,0.45373666286468506,266,562
1,0.6800000071525574,information_content,0.9624060392379761,0.45373666286468506,266,562
1,0.6800000071525574,probability_gap,0.9624060392379761,0.45373666286468506,266,562
1,0.6800000071525574,combined,0.9624060392379761,0.45373666286468506,266,562
1,0.6899999976158142,entropy,0.9689922332763672,0.4578947424888611,258,570
1,0.6899999976158142,information_content,0.9689922332763672,0.4578947424888611,258,570
1,0.6899999976158142,probability_gap,0.9689922332763672,0.4578947424888611,258,570
1,0.6899999976158142,combined,0.9689922332763672,0.4578947424888611,258,570
1,0.699999988079071,entropy,0.972000002861023,0.4636678099632263,250,578
1,0.699999988079071,information_content,0.972000002861023,0.4636678099632263,250,578
1,0.699999988079071,probability_gap,0.972000002861023,0.4636678099632263,250,578
1,0.699999988079071,combined,0.972000002861023,0.4636678099632263,250,578
1,0.7099999785423279,entropy,0.9751037359237671,0.47018739581108093,241,587
1,0.7099999785423279,information_content,0.9751037359237671,0.47018739581108093,241,587
1,0.7099999785423279,probability_gap,0.9751037359237671,0.47018739581108093,241,587
1,0.7099999785423279,combined,0.9751037359237671,0.47018739581108093,241,587
1,0.7200000286102295,entropy,0.9785407781600952,0.4756302535533905,233,595
1,0.7200000286102295,information_content,0.9785407781600952,0.4756302535533905,233,595
1,0.7200000286102295,probability_gap,0.9785407781600952,0.4756302535533905,233,595
1,0.7200000286102295,combined,0.9785407781600952,0.4756302535533905,233,595
1,0.7300000190734863,entropy,0.9777777791023254,0.482587069272995,225,603
1,0.7300000190734863,information_content,0.9777777791023254,0.482587069272995,225,603
1,0.7300000190734863,probability_gap,0.9777777791023254,0.482587069272995,225,603
1,0.7300000190734863,combined,0.9777777791023254,0.482587069272995,225,603
1,0.7400000095367432,entropy,0.9769585132598877,0.4893617033958435,217,611
1,0.7400000095367432,information_content,0.9769585132598877,0.4893617033958435,217,611
1,0.7400000095367432,probability_gap,0.9769585132598877,0.4893617033958435,217,611
1,0.7400000095367432,combined,0.9769585132598877,0.4893617033958435,217,611
1,0.75,entropy,0.9759615659713745,0.49677419662475586,208,620
1,0.75,information_content,0.9759615659713745,0.49677419662475586,208,620
1,0.75,probability_gap,0.9759615659713745,0.49677419662475586,208,620
1,0.75,combined,0.9759615659713745,0.49677419662475586,208,620
1,0.7599999904632568,entropy,0.9750000238418579,0.5031847357749939,200,628
1,0.7599999904632568,information_content,0.9750000238418579,0.5031847357749939,200,628
1,0.7599999904632568,probability_gap,0.9750000238418579,0.5031847357749939,200,628
1,0.7599999904632568,combined,0.9750000238418579,0.5031847357749939,200,628
1,0.7699999809265137,entropy,0.9739583134651184,0.5094339847564697,192,636
1,0.7699999809265137,information_content,0.9739583134651184,0.5094339847564697,192,636
1,0.7699999809265137,probability_gap,0.9739583134651184,0.5094339847564697,192,636
1,0.7699999809265137,combined,0.9739583134651184,0.5094339847564697,192,636
1,0.7800000309944153,entropy,0.9726775884628296,0.5162790417671204,183,645
1,0.7800000309944153,information_content,0.9726775884628296,0.5162790417671204,183,645
1,0.7800000309944153,probability_gap,0.9726775884628296,0.5162790417671204,183,645
1,0.7800000309944153,combined,0.9726775884628296,0.5162790417671204,183,645
1,0.7900000214576721,entropy,0.9714285731315613,0.5222052335739136,175,653
1,0.7900000214576721,information_content,0.9714285731315613,0.5222052335739136,175,653
1,0.7900000214576721,probability_gap,0.9714285731315613,0.5222052335739136,175,653
1,0.7900000214576721,combined,0.9714285731315613,0.5222052335739136,175,653
1,0.800000011920929,entropy,0.9820359349250793,0.5249621868133545,167,661
1,0.800000011920929,information_content,0.9820359349250793,0.5249621868133545,167,661
1,0.800000011920929,probability_gap,0.9820359349250793,0.5249621868133545,167,661
1,0.800000011920929,combined,0.9820359349250793,0.5249621868133545,167,661
1,0.8100000023841858,entropy,0.9874213933944702,0.5291479825973511,159,669
1,0.8100000023841858,information_content,0.9874213933944702,0.5291479825973511,159,669
1,0.8100000023841858,probability_gap,0.9874213933944702,0.5291479825973511,159,669
1,0.8100000023841858,combined,0.9874213933944702,0.5291479825973511,159,669
1,0.8199999928474426,entropy,0.9866666793823242,0.5353982448577881,150,678
1,0.8199999928474426,information_content,0.9866666793823242,0.5353982448577881,150,678
1,0.8199999928474426,probability_gap,0.9866666793823242,0.5353982448577881,150,678
1,0.8199999928474426,combined,0.9866666793823242,0.5353982448577881,150,678
1,0.8299999833106995,entropy,0.9929577708244324,0.5393586158752441,142,686
1,0.8299999833106995,information_content,0.9929577708244324,0.5393586158752441,142,686
1,0.8299999833106995,probability_gap,0.9929577708244324,0.5393586158752441,142,686
1,0.8299999833106995,combined,0.9929577708244324,0.5393586158752441,142,686
1,0.8400000333786011,entropy,0.9925373196601868,0.5446686148643494,134,694
1,0.8400000333786011,information_content,0.9925373196601868,0.5446686148643494,134,694
1,0.8400000333786011,probability_gap,0.9925373196601868,0.5446686148643494,134,694
1,0.8400000333786011,combined,0.9925373196601868,0.5446686148643494,134,694
1,0.8500000238418579,entropy,0.9920634627342224,0.5498575568199158,126,702
1,0.8500000238418579,information_content,0.9920634627342224,0.5498575568199158,126,702
1,0.8500000238418579,probability_gap,0.9920634627342224,0.5498575568199158,126,702
1,0.8500000238418579,combined,0.9920634627342224,0.5498575568199158,126,702
1,0.8600000143051147,entropy,0.9914529919624329,0.5555555820465088,117,711
1,0.8600000143051147,information_content,0.9914529919624329,0.5555555820465088,117,711
1,0.8600000143051147,probability_gap,0.9914529919624329,0.5555555820465088,117,711
1,0.8600000143051147,combined,0.9914529919624329,0.5555555820465088,117,711
1,0.8700000047683716,entropy,0.9908257126808167,0.5605006814002991,109,719
1,0.8700000047683716,information_content,0.9908257126808167,0.5605006814002991,109,719
1,0.8700000047683716,probability_gap,0.9908257126808167,0.5605006814002991,109,719
1,0.8700000047683716,combined,0.9908257126808167,0.5605006814002991,109,719
1,0.8799999952316284,entropy,0.9900990128517151,0.5653370022773743,101,727
1,0.8799999952316284,information_content,0.9900990128517151,0.5653370022773743,101,727
1,0.8799999952316284,probability_gap,0.9900990128517151,0.5653370022773743,101,727
1,0.8799999952316284,combined,0.9900990128517151,0.5653370022773743,101,727
1,0.8899999856948853,entropy,0.989130437374115,0.570652186870575,92,736
1,0.8899999856948853,information_content,0.989130437374115,0.570652186870575,92,736
1,0.8899999856948853,probability_gap,0.989130437374115,0.570652186870575,92,736
1,0.8899999856948853,combined,0.989130437374115,0.570652186870575,92,736
1,0.8999999761581421,entropy,0.988095223903656,0.5752688050270081,84,744
1,0.8999999761581421,information_content,0.988095223903656,0.5752688050270081,84,744
1,0.8999999761581421,probability_gap,0.988095223903656,0.5752688050270081,84,744
1,0.8999999761581421,combined,0.988095223903656,0.5752688050270081,84,744
1,0.9100000262260437,entropy,0.987500011920929,0.5775400996208191,80,748
1,0.9100000262260437,information_content,0.987500011920929,0.5775400996208191,80,748
1,0.9100000262260437,probability_gap,0.987500011920929,0.5775400996208191,80,748
1,0.9100000262260437,combined,0.987500011920929,0.5775400996208191,80,748
1,0.9200000166893005,entropy,0.9852941036224365,0.5842105150222778,68,760
1,0.9200000166893005,information_content,0.9852941036224365,0.5842105150222778,68,760
1,0.9200000166893005,probability_gap,0.9852941036224365,0.5842105150222778,68,760
1,0.9200000166893005,combined,0.9852941036224365,0.5842105150222778,68,760
1,0.9300000071525574,entropy,0.9850746393203735,0.5847569108009338,67,761
1,0.9300000071525574,information_content,0.9850746393203735,0.5847569108009338,67,761
1,0.9300000071525574,probability_gap,0.9850746393203735,0.5847569108009338,67,761
1,0.9300000071525574,combined,0.9850746393203735,0.5847569108009338,67,761
1,0.9399999976158142,entropy,0.9803921580314636,0.593307614326477,51,777
1,0.9399999976158142,information_content,0.9803921580314636,0.593307614326477,51,777
1,0.9399999976158142,probability_gap,0.9803921580314636,0.593307614326477,51,777
1,0.9399999976158142,combined,0.9803921580314636,0.593307614326477,51,777
